SA5-271-55Q6,"['amazon', 80L]"
NBKLEA522,"['amazon', 414L]"
420TPC,"['amazon', 303L]"
8A,"['amazon', 289L]"
SM-T550NZAAXAR,"['amazon', 4L]"
234-00025,"['amazon', 138L]"
MLMV2LL/A,"['bestBuy', 121L, 'amazon', 81L]"
PRO-100,"['amazon', 353L]"
MK9Q2LL/A,"['amazon', 59L]"
ZA170001US,"['bestBuy', 84L, 'bestBuy', 197L, 'amazon', 215L]"
FJT-00001,"['bestBuy', 7L]"
HZ-W19,"['bestBuy', 304L]"
MPHG2CL/A,"['bestBuy', 44L]"
MPG42CL/A,"['bestBuy', 297L]"
MLQ62CL/A,"['bestBuy', 238L]"
NFRX4SWXBG,"['amazon', 341L]"
Y88X PLUS KIDS-RD,"['amazon', 6L]"
HP-17x,"['amazon', 142L]"
ML2J2CL/A,"['bestBuy', 129L]"
MK9P2CL/A,"['bestBuy', 119L, 'bestBuy', 123L]"
iPad Air,"['amazon', 551L]"
MPGT2LL/A,"['amazon', 111L]"
GT-810-15NC,"['amazon', 154L]"
K000007,"['amazon', 75L]"
B-101,"['amazon', 147L, 'amazon', 221L]"
ML0V2CL/A,"['bestBuy', 93L]"
MP1L2CL/A,"['bestBuy', 218L]"
MD513LL/A,"['bestBuy', 33L, 'amazon', 392L]"
MK9N2LL/A,"['amazon', 72L]"
H8216,"['amazon', 206L]"
MNWG2CL/A,"['bestBuy', 277L]"
HI10,"['amazon', 175L]"
MPA62CL/A,"['bestBuy', 45L]"
MLMP2CL/A,"['bestBuy', 113L, 'bestBuy', 279L]"
MH372LL/A,"['bestBuy', 131L]"
FJZ-00001,"['bestBuy', 107L]"
SA5-271-71NX,"['amazon', 278L]"
000-00048,"['amazon', 90L]"
MC414LL/A,"['amazon', 235L]"
MD511LL/A,"['amazon', 36L]"
MD785LL/B,"['amazon', 418L]"
MLMV2CL/A,"['bestBuy', 55L, 'bestBuy', 152L]"
63114-1041,"['amazon', 297L]"
C855,"['amazon', 459L]"
RCT6203W46-BLACK,"['bestBuy', 128L]"
MLMW2CL/A,"['bestBuy', 174L]"
SM-T813NZKEXAC,"['bestBuy', 284L]"
SM-T350NZWAXAR,"['amazon', 27L, 'amazon', 117L]"
Mini 2 wifi cell,"['bestBuy', 61L]"
VP112,"['amazon', 244L]"
ML0T2LL/A,"['bestBuy', 299L]"
MK9P2LL/A,"['amazon', 7L]"
Inspiron 15 5000,"['amazon', 30L]"
MD531LL/A,"['amazon', 407L]"
MLPX2LL/A,"['bestBuy', 176L]"
MLQ82LL/A,"['bestBuy', 221L]"
XB270H Abprz,"['amazon', 376L]"
MGNV2LL/A,"['amazon', 497L]"
NS-15MS0832,"['amazon', 399L]"
SM-T350NZWAXAC,"['bestBuy', 192L]"
M812,"['amazon', 214L]"
ME10ES32KCBLU,"['bestBuy', 190L]"
MNY22LL/A,"['amazon', 274L]"
MP1J2CL/A,"['bestBuy', 94L]"
CVAEY-133001,"['amazon', 569L]"
343524U,"['amazon', 436L]"
J4Y28AA#ABL,"['amazon', 516L]"
PS2-00017,"['amazon', 150L]"
MPGT2CL/A,"['bestBuy', 17L]"
i7559-7512GRY,"['amazon', 405L]"
VR99000008,"['amazon', 229L]"
A88K Pro,"['amazon', 509L]"
XE500C13-K02US,"['amazon', 519L]"
Venus,"['amazon', 264L]"
MPHJ2CL/A,"['bestBuy', 48L]"
SM-T710NZKE,"['amazon', 535L]"
MC705LL/A,"['amazon', 343L]"
80U1006EUS,"['amazon', 205L]"
SM-T377AZKAATT,"['amazon', 514L]"
SM-T810NZKEXAC,"['amazon', 566L]"
MPGK2CL/A,"['bestBuy', 248L]"
MH1J2LL/A,"['amazon', 82L]"
Lenovo Ideapad 110s - 11.6,"['amazon', 130L]"
01SG0092WT,"['amazon', 554L]"
MID-708,"['amazon', 23L]"
MD518C/A,"['amazon', 251L]"
MGTY2LL/A,"['amazon', 282L]"
ZA0X0047US,"['bestBuy', 99L]"
MD335LL/A,"['bestBuy', 21L]"
7G5-00001,"['amazon', 226L]"
SW1-011-15B9,"['amazon', 260L]"
VTA0800IM16,"['amazon', 549L]"
FFZ-00001,"['bestBuy', 298L]"
ML0G2CL/A,"['bestBuy', 175L]"
MP2G2LL/A,"['amazon', 454L]"
ZA000001US,"['amazon', 176L]"
MPL12CL/A,"['bestBuy', 70L]"
ML0F2CL/A,"['bestBuy', 158L, 'bestBuy', 165L]"
CR3-00001,"['amazon', 34L]"
SM-T113NYKAXAR,"['amazon', 276L]"
SM-T350NZAA,"['amazon', 21L]"
SM-T350NZBAXAR,"['amazon', 533L]"
SM-T110NDWAXAC,"['amazon', 208L]"
MC706LL/A,"['amazon', 128L]"
ME993LL/A,"['bestBuy', 51L]"
TPPOS-ATAB-SIRCLE,"['amazon', 231L]"
SV-01,"['amazon', 322L]"
ME277C/A,"['bestBuy', 154L]"
MAIN-94318,"['amazon', 471L]"
MQ2-00019,"['amazon', 463L]"
P3-171-6442,"['amazon', 415L]"
i5559-4682SLV,"['amazon', 477L]"
MP2H2CL/A,"['bestBuy', 27L]"
MNY32CL/A,"['bestBuy', 63L]"
VTA1005XBM32,"['amazon', 395L]"
TZ6-00002,"['bestBuy', 16L]"
TZ6-00001,"['bestBuy', 75L]"
EGS004-RD,"['amazon', 492L]"
80U1006DUS,"['amazon', 103L]"
Yoga 2 in 1,"['amazon', 553L]"
MK9Q2CL/A,"['bestBuy', 59L]"
47599,"['amazon', 315L]"
PDA01U-00101F,"['amazon', 253L]"
ML0G2LL/A,"['bestBuy', 236L]"
MQDD2CL/A,"['bestBuy', 281L]"
Surface 32GB,"['amazon', 512L]"
MLMX2CL/A,"['bestBuy', 169L]"
E5-575-33BM,"['amazon', 296L]"
XOOM Wi-Fi,"['amazon', 543L]"
ME70C-8G-BK,"['bestBuy', 264L]"
ME279LL/A,"['bestBuy', 212L, 'amazon', 73L, 'amazon', 367L]"
Q-1010TL,"['amazon', 143L]"
MPGH2CL/A,"['bestBuy', 18L]"
K1,"['amazon', 91L]"
MID8125-4G,"['amazon', 464L]"
CR7-00001,"['amazon', 28L]"
Y88X PLUS KIDS PK,"['amazon', 53L]"
A1458,"['bestBuy', 102L]"
MK882LL/A,"['bestBuy', 280L]"
FJR-00001,"['bestBuy', 47L]"
PT-ELITE-UL-RC,"['amazon', 137L]"
X8,"['amazon', 267L]"
MD370LL/A,"['bestBuy', 228L]"
X9,"['amazon', 308L]"
LG-V497,"['amazon', 218L]"
SM-T713NZKEXAC,"['bestBuy', 19L]"
ME280LL/A,"['amazon', 97L]"
SM-W700NZDBXAR,"['amazon', 256L]"
80QL0008US,"['amazon', 503L]"
MNWP2LL/A,"['bestBuy', 141L]"
MK772CL/A,"['bestBuy', 195L]"
ZA170138US,"['bestBuy', 272L]"
ST707,"['amazon', 478L]"
Q1010MGT,"['bestBuy', 24L]"
MH2P2LL/A,"['bestBuy', 216L]"
MNV72CL/A,"['bestBuy', 68L]"
PLT1052(512-8GB),"['amazon', 177L]"
MF432LL/A,"['amazon', 432L]"
MH182LL/A,"['amazon', 408L]"
MD526LL/A,"['bestBuy', 309L]"
MP2F2CL/A,"['bestBuy', 0L]"
R7-372T-75LX,"['amazon', 298L]"
X1795,"['amazon', 241L]"
MC733LL/A,"['bestBuy', 189L]"
CPB0100+CPJ0456,"['amazon', 508L]"
ST-4300-8G1TB-GTX750TI,"['amazon', 284L]"
MD510LL/A,"['bestBuy', 307L, 'amazon', 424L]"
MLQ32CL/A,"['bestBuy', 207L]"
Q1010BK,"['bestBuy', 164L]"
LYSB01L1HWFBC-ELECTRNCS,"['amazon', 60L]"
SM-T530,"['amazon', 220L]"
MLMX2LL/A,"['bestBuy', 191L]"
NS-P08W7100-C,"['bestBuy', 132L, 'bestBuy', 242L]"
K020007,"['amazon', 258L]"
Pixel C - 64GB,"['amazon', 513L]"
MNY12LL/A,"['amazon', 453L]"
Z88,"['amazon', 189L]"
EGS004-PN,"['amazon', 472L]"
NT.LCDAA.001,"['amazon', 44L]"
01SG0093OR/XL,"['amazon', 562L]"
CHDHA-301,"['amazon', 74L]"
Nexus 7 2012 16GB,"['amazon', 510L]"
CQI711S,"['amazon', 475L]"
LGV400,"['amazon', 430L]"
RD2-00060,"['amazon', 225L]"
MD789LL/A,"['bestBuy', 291L, 'amazon', 24L]"
CDS810G,"['amazon', 364L]"
M1400,"['amazon', 520L]"
G751JY-WH71(WX),"['amazon', 423L]"
Q1010RYBL,"['bestBuy', 58L]"
MPF02CL/A,"['bestBuy', 292L]"
ML0R2CL/A,"['bestBuy', 104L, 'bestBuy', 271L]"
ML0H2LL/A,"['bestBuy', 231L]"
20D90027US,"['amazon', 544L]"
DataWind Senior Simple,"['bestBuy', 149L]"
FJX-00001,"['bestBuy', 22L]"
MLMQ2CL/A,"['bestBuy', 140L, 'bestBuy', 232L]"
GT-P5113TSYXAR,"['amazon', 507L]"
MD516LL/A,"['bestBuy', 274L]"
0P82100-16-BLK,"['amazon', 252L]"
Q-1010RD,"['amazon', 188L]"
SNBJR-MT5C,"['amazon', 530L]"
HP-i7-1TB-Desktop,"['amazon', 373L]"
N828,"['amazon', 45L]"
Morphus X300,"['amazon', 568L]"
M706T,"['amazon', 380L]"
FJU-00001,"['bestBuy', 173L]"
ME800LL/A,"['bestBuy', 261L]"
M753,"['amazon', 152L]"
MF121LL/A,"['bestBuy', 166L]"
MLPW2LL/A,"['bestBuy', 103L]"
ML0U2CL/A,"['bestBuy', 204L]"
ZA0H0022US,"['bestBuy', 257L, 'amazon', 355L]"
SM-W700NZKAXAR,"['amazon', 125L]"
MC979LL/A,"['amazon', 428L]"
Z300M-A2-GD,"['bestBuy', 115L]"
TBook16-Power,"['amazon', 447L]"
Ubislate NS10,"['bestBuy', 40L]"
eXpro X1s,"['amazon', 180L, 'amazon', 194L, 'amazon', 335L]"
Z300M-A2-GR,"['bestBuy', 37L, 'amazon', 9L]"
P916PCK,"['bestBuy', 13L]"
ML3Z2LL/A,"['bestBuy', 26L]"
S7 Pro,"['amazon', 57L]"
90F2000CUS,"['amazon', 200L]"
HFL-00001,"['bestBuy', 276L]"
MPGA2LL/A,"['bestBuy', 56L, 'amazon', 382L]"
A76,"['amazon', 339L]"
Q88H,"['amazon', 162L]"
iview-895qw,"['amazon', 379L]"
MLQ62LL/A,"['bestBuy', 196L]"
MLMQ2LL/A,"['bestBuy', 146L, 'amazon', 64L]"
MD788LL/B,"['amazon', 487L]"
MPG52CL/A,"['bestBuy', 198L]"
DMTAB,"['amazon', 450L]"
9TB7-8GB-BND17,"['amazon', 110L]"
MK6K2LL/A,"['bestBuy', 101L]"
B102,"['amazon', 17L]"
MPDY2CL/A,"['bestBuy', 167L]"
6.07E+11,"['amazon', 37L]"
D2-801W_BK,"['amazon', 389L]"
MQEE2CL/A,"['bestBuy', 205L]"
ML0R2LL/A,"['bestBuy', 246L]"
Spectre x360 CTO,"['amazon', 489L]"
Y88X PLUS KIDS BL,"['amazon', 39L]"
FGH-00001,"['bestBuy', 100L]"
MGLW2LL/A,"['amazon', 372L]"
425358,"['amazon', 565L]"
MAIN-91068,"['amazon', 13L]"
MQDT2CL/A,"['bestBuy', 52L]"
MH322LL/A,"['bestBuy', 6L]"
SM-T113NDWAXAC,"['bestBuy', 12L, 'amazon', 29L]"
Q1010PU,"['bestBuy', 163L]"
i3168-0028BLU,"['amazon', 207L]"
GT-N8013ZWYXAR,"['amazon', 410L]"
MD786CL/B,"['amazon', 493L]"
SM-T113NDWAXAR,"['amazon', 461L]"
i5368-10024GRY,"['amazon', 114L]"
MLPY2CL/A,"['bestBuy', 200L]"
SM-T350NZAAXAC,"['bestBuy', 67L]"
MPLJ2CL/A,"['bestBuy', 244L]"
MD329LL/A,"['bestBuy', 46L]"
MLMN2LL/A,"['amazon', 153L]"
SM-T350NZAAXAR,"['amazon', 14L]"
K4T97A,"['amazon', 437L]"
MQDA2CL/A,"['bestBuy', 34L]"
ME277LL/A,"['bestBuy', 76L, 'amazon', 306L]"
MP6J2CL/A,"['bestBuy', 178L]"
NT.LBVAA.001,"['amazon', 247L]"
TZ58,"['amazon', 491L]"
N437-KJ-BK-S-EP,"['amazon', 532L]"
:713839160172,"['amazon', 193L]"
Hp tower,"['amazon', 567L]"
7G5-00015,"['amazon', 40L]"
MLMN2CL/A,"['bestBuy', 49L, 'bestBuy', 233L]"
3200STBA,"['amazon', 338L]"
MLQ32LL/A,"['bestBuy', 156L]"
MC956LL/A,"['bestBuy', 294L]"
UC-CK,"['amazon', 68L]"
5054019676768_CA (FR),"['amazon', 313L]"
LAPTOP22-18,"['amazon', 334L]"
MD532LL/A,"['bestBuy', 90L]"
SM-T670NZKAXAR,"['amazon', 277L]"
i7559-763BLK,"['amazon', 268L]"
LAPTOP22-15,"['amazon', 361L]"
CR9-00001,"['amazon', 43L]"
SM-T670NZKAXAC,"['bestBuy', 127L]"
B01KUYYYPW,"['amazon', 479L]"
ML0V2LL/A,"['bestBuy', 181L]"
NT.L8SAA.001,"['amazon', 190L]"
80R900FXUS,"['amazon', 442L]"
MGP42LL/A,"['amazon', 573L]"
MP6H2CL/A,"['bestBuy', 302L]"
FFX-00001,"['bestBuy', 262L]"
SM-T580NZKAXAR,"['amazon', 181L]"
Q-1010,"['amazon', 212L, 'amazon', 230L, 'amazon', 342L]"
MH2W2LL/A,"['bestBuy', 1L]"
VKB011B,"['amazon', 548L]"
MLYJ2LL/A,"['bestBuy', 28L]"
SM-T580NZKAXAC,"['bestBuy', 42L, 'bestBuy', 89L]"
Ubislate 3G7,"['bestBuy', 168L]"
SM-P9000ZKVXAC,"['amazon', 531L]"
MAIN-32580,"['amazon', 460L]"
SM-T820NZSAXAC,"['bestBuy', 157L]"
pavilion x360,"['amazon', 87L]"
MLN02CL/A,"['bestBuy', 223L]"
SPPJLCB1TC,"['amazon', 546L]"
MQDY2CL/A,"['bestBuy', 254L]"
MM172CL/A,"['bestBuy', 25L, 'bestBuy', 184L]"
ML2N2CL/A,"['bestBuy', 138L]"
MPKY2CL/A,"['bestBuy', 259L]"
SM-T710NZKEXAR,"['amazon', 356L]"
MM172LL/A,"['bestBuy', 151L]"
Y88X-PLUS-KIDS-GR,"['amazon', 71L]"
MPGW2CL/A,"['bestBuy', 112L]"
INC0703M16,"['amazon', 329L]"
MD328LL/A,"['amazon', 468L]"
SM-T520NZKAXAR,"['amazon', 542L]"
P270L WHITE,"['amazon', 557L]"
EGP008BL,"['amazon', 570L]"
FGL-00001,"['bestBuy', 10L]"
Q1010TL,"['bestBuy', 38L]"
SK70M,"['amazon', 521L]"
ZA1U0003US,"['bestBuy', 32L, 'bestBuy', 234L]"
80VE000EUS,"['amazon', 443L]"
kb-008,"['amazon', 397L]"
OEM,"['amazon', 340L]"
UX360CA-UBM1T,"['amazon', 317L]"
Ubislate NS7,"['bestBuy', 135L]"
SN02NV07AWH,"['amazon', 571L]"
v495,"['amazon', 404L]"
FJY-00001,"['bestBuy', 293L]"
Z380M-A2-GR,"['bestBuy', 29L, 'amazon', 20L]"
ARMTBLTUGN,"['amazon', 433L]"
NT.LCJAA.002,"['bestBuy', 125L, 'amazon', 77L]"
CR5-00001,"['amazon', 79L]"
80QL000CUS,"['amazon', 287L]"
7.60625E+11,"['amazon', 279L]"
ADRAD64GKLPRG,"['amazon', 552L]"
MPLL2CL/A,"['bestBuy', 83L]"
MNVQ2CL/A,"['bestBuy', 159L]"
POP7GRY,"['bestBuy', 14L]"
MLYJ2CL/A,"['bestBuy', 36L, 'bestBuy', 250L]"
B-970,"['amazon', 242L]"
SM-T230NZWAXAC,"['amazon', 146L]"
Q88 A33,"['amazon', 136L, 'amazon', 240L]"
T101HA-C4-GR,"['amazon', 48L]"
Nexus 10,"['amazon', 265L]"
5054646194482_CA (FR),"['amazon', 499L]"
MF083LL/A,"['bestBuy', 266L, 'amazon', 145L]"
yoga 710,"['amazon', 473L]"
MM1A2LL/A,"['bestBuy', 256L]"
DTHW1310E,"['amazon', 83L]"
NEXUS7 ASUS-1B32-4G,"['amazon', 537L]"
SM-T530NYKAXAR,"['amazon', 495L]"
ML3Q2LL/A,"['bestBuy', 11L]"
MPGW2LL/A,"['amazon', 157L]"
SM-T820NZKAXAC,"['bestBuy', 2L, 'bestBuy', 249L]"
K107-CG,"['amazon', 78L]"
SM-T580NZWAXAC,"['bestBuy', 4L, 'bestBuy', 229L, 'amazon', 547L]"
ME906LL/A,"['bestBuy', 255L]"
MD786LL/A,"['bestBuy', 296L, 'amazon', 394L]"
CDS810S,"['amazon', 112L]"
SM-T377WZKAXAC,"['bestBuy', 137L, 'bestBuy', 220L]"
Z580C-B1-BK,"['bestBuy', 202L, 'amazon', 46L]"
CDS610S,"['amazon', 216L]"
PRS2,"['amazon', 42L]"
OP-915-1824-500,"['amazon', 422L]"
MLQ42LL/A,"['bestBuy', 241L]"
PLT7804G,"['amazon', 192L]"
SM-T560NZKUXAR,"['amazon', 387L]"
MM1A2CL/A,"['bestBuy', 203L]"
RCT6103W46KL,"['bestBuy', 253L]"
Pixel C - 32GB,"['amazon', 365L]"
GPAD38BLK,"['bestBuy', 142L]"
TP4-00009,"['bestBuy', 91L]"
8.47743E+11,"['amazon', 286L]"
SM-T560NZKUXAC,"['bestBuy', 117L]"
ES1-572-31KW,"['amazon', 302L]"
FJ0U2AM/A,"['bestBuy', 57L]"
TP-Dell-Z3740D,"['amazon', 266L]"
ZA0R0029US,"['bestBuy', 182L, 'bestBuy', 214L, 'amazon', 481L]"
Win (64 GB),"['amazon', 440L]"
MLQ82CL/A,"['bestBuy', 155L]"
MPL02CL/A,"['bestBuy', 305L]"
MLN12CL/A,"['bestBuy', 183L]"
MGKM2LL/A,"['bestBuy', 235L]"
CB3-131-C3SZ,"['amazon', 574L]"
EGQ223,"['bestBuy', 308L]"
SM-T710NZDEXAR,"['amazon', 466L]"
RCT6603W47,"['amazon', 321L]"
SM-T210RZWSXAR,"['amazon', 429L]"
ML2I2CL/A,"['bestBuy', 267L]"
SM-T810NZKEXAR,"['amazon', 525L]"
ID436WTA,"['amazon', 316L]"
MQED2CL/A,"['bestBuy', 98L]"
ME8QIBP16GBBLK,"['amazon', 363L]"
PC769LL/A,"['amazon', 8L]"
MP2F2LL/A,"['amazon', 357L]"
PO-UNP-PCP6BK-00,"['amazon', 490L]"
MF016LL/A,"['bestBuy', 96L]"
Asus,"['amazon', 449L]"
DTHW1320L,"['amazon', 52L]"
MLPW2CL/A,"['bestBuy', 41L, 'bestBuy', 180L]"
E2216H,"['amazon', 201L]"
SGP712JP/B,"['amazon', 203L]"
Inspiron 15-5559,"['amazon', 262L]"
MD363LL/A,"['bestBuy', 213L]"
ME9W32GBPRP,"['bestBuy', 170L]"
MH332LL/A,"['bestBuy', 230L, 'amazon', 368L]"
MD794B/A,"['bestBuy', 35L]"
7AX-00001,"['bestBuy', 144L]"
Onebook EAS23,"['bestBuy', 72L]"
MLYL2CL/A,"['bestBuy', 118L]"
SM-T810NZDEXAC,"['amazon', 70L]"
MP272CL/A,"['bestBuy', 133L]"
MNWQ2LL/A,"['bestBuy', 136L]"
59404511,"['amazon', 388L]"
80V50010US,"['amazon', 55L]"
MLYM2CL/A,"['bestBuy', 105L]"
8.89E+11,"['amazon', 431L]"
SM-T810NZDEXAR,"['amazon', 539L]"
MP262CL/A,"['bestBuy', 9L]"
CQ9-00001,"['amazon', 94L]"
MH2M2LL/A,"['bestBuy', 215L, 'amazon', 294L]"
G6X12AWABL,"['bestBuy', 283L]"
SM-T280NZKAXAR,"['amazon', 63L]"
JG925A#ABA,"['amazon', 337L]"
SM-T700NZWAXAR,"['amazon', 118L]"
MPGJ2CL/A,"['bestBuy', 273L]"
17-X116DX,"['amazon', 108L]"
X10-LOLP,"['amazon', 69L]"
AX51R3-6510BLK,"['amazon', 360L]"
ME276LL/A,"['bestBuy', 278L, 'amazon', 540L]"
SM-T280NZKAXAC,"['bestBuy', 252L, 'amazon', 163L]"
9015B,"['amazon', 196L]"
GHS001,"['amazon', 511L]"
B3-A30-K94F,"['bestBuy', 82L, 'bestBuy', 247L]"
MateBook,"['amazon', 149L]"
27UD68-P,"['amazon', 494L]"
80TX0007US,"['amazon', 249L, 'amazon', 307L]"
ME9W32GBBLK,"['bestBuy', 85L]"
NT.LBRAA.002,"['amazon', 109L]"
Prism MII,"['bestBuy', 78L]"
NT.LCNAA.001,"['bestBuy', 193L, 'bestBuy', 208L, 'amazon', 61L]"
01SG0092PK,"['amazon', 545L]"
ME9W32GBBLU,"['bestBuy', 110L]"
LYSB01AO8RUNM-CMPTRACCS,"['amazon', 219L]"
TS-680,"['amazon', 385L]"
OSD-SP2-1,"['amazon', 559L]"
T4N15UTABL,"['bestBuy', 275L]"
MC769LL/A-ER,"['bestBuy', 219L]"
501578,"['amazon', 506L]"
ML0H2CL/A,"['bestBuy', 258L]"
SM-T330NZWAXAC,"['amazon', 290L]"
S1-3,"['amazon', 239L]"
ZA1U0000US,"['amazon', 32L]"
T8Z06UTABA,"['bestBuy', 185L]"
501574,"['amazon', 485L]"
SM-T560NZWU,"['amazon', 54L]"
TZ7-00002,"['bestBuy', 287L]"
TZ7-00001,"['bestBuy', 245L]"
IC-TC04,"['amazon', 50L]"
STJR700BL,"['amazon', 358L]"
MLQ42CL/A,"['bestBuy', 5L]"
GWRAP-AIR2-SLATE,"['amazon', 333L]"
HV2B,"['amazon', 100L]"
i5368-1692GRY,"['amazon', 228L]"
MAIN-21387,"['amazon', 377L]"
K03-10,"['amazon', 101L]"
MLQ52CL/A,"['bestBuy', 15L]"
R103,"['amazon', 26L]"
R102,"['amazon', 38L]"
R101,"['amazon', 93L]"
ML3W2LL/A,"['bestBuy', 66L]"
R106,"['amazon', 123L]"
R105,"['amazon', 11L]"
SX3-00001,"['amazon', 351L]"
E5-575G-53VG,"['amazon', 248L]"
MPF22CL/A,"['bestBuy', 134L]"
KT107WHITE,"['amazon', 168L]"
MLYL2LL/A,"['bestBuy', 186L]"
MLMY2LL/A,"['bestBuy', 116L]"
ML2K2CL/A,"['bestBuy', 290L]"
KB-S106,"['amazon', 386L, 'amazon', 403L, 'amazon', 412L]"
iPad 2,"['amazon', 400L]"
K107,"['amazon', 132L]"
MC979LL/A-ER,"['bestBuy', 301L]"
CHUWI-Hi8-Pro,"['amazon', 186L]"
SM-T580,"['amazon', 161L]"
CH-9000091-NA,"['amazon', 140L]"
MQDX2CL/A,"['bestBuy', 300L]"
SM-T230NYKAXAC,"['amazon', 243L]"
