ID,Name,Price,Link,ModelNumber,Images,name
22,"HP EliteBook 2170p, 11.6"" Display, Intel Core i5, 8GB RAM, 250GB HDD, Windows 10 Home, 1 Year Warranty - Refurbished",$299.00,http://www.bestbuy.ca/en-ca/product/hp-elitebook-2170p-11-6-display-intel-core-i5-8gb-ram-250gb-hdd-windows-10-home-1-year-warranty-refurbished/10605226.aspx?,EliteBook 2170p,https://multimedia.bbycastatic.ca/multimedia/products/500x500/106/10605/10605226.jpg,bestbuy
23,"Acer Aspire ES 15.6"" Laptop - Black (Intel Celeron N3350/500GB HDD/4GB RAM/Windows 10) - Open Box",$299.99,http://www.bestbuy.ca/en-ca/product/acer-aspire-es-15-6-laptop-black-intel-celeron-n3350-500gb-hdd-4gb-ram-windows-10-open-box/10656342.aspx?,ES1-533-C4L2,https://multimedia.bbycastatic.ca/multimedia/products/500x500/106/10656/10656342.jpg,bestbuy
24,"ASUS ZenBook Flip UX360UA 13.3"" Touchscreen Laptop - Grey (Intel Core i5-7200U/256GB SSD/8GB DDR3 RAM)","$1,099.99",http://www.bestbuy.ca/en-ca/product/asus-asus-zenbook-flip-ux360ca-13-3-touchscreen-laptop-grey-intel-core-i5-7200u-256gb-ssd-8gb-ddr3-ram-ux360ua-bs51-cb-gr/10573745.aspx?,UX360UA-BS51-CB-GR,https://multimedia.bbycastatic.ca/multimedia/products/500x500/105/10573/10573745.jpg,bestbuy
25,"HP 15.6"" Touchscreen Laptop - Grey (AMD A9-9420 / 1 TB HDD / 8GB RAM / Windows 10 Home)",$699.99,http://www.bestbuy.ca/en-ca/product/hp-15-6-touchscreen-laptop-grey-amd-a9-9420-1-tb-hdd-8gb-ram-windows-10-home/10693723.aspx?,15-BW018CA,https://multimedia.bbycastatic.ca/multimedia/products/500x500/106/10693/10693723.jpg,bestbuy
26,"Asus Flip C302CA 12.5"" Touch-Screen Chromebook (Intel Pentium 4405Y/32GB EMMC/4GB RAM/Chrome OS) - C302CA-E91T-CB",$569.99,http://www.bestbuy.ca/en-ca/product/asus-flip-c302ca-12-5-touch-screen-chromebook-intel-pentium-4405y-32gb-emmc-4gb-ram-chrome-os-c302ca-e91t-cb/11428647.aspx?,C302CA-E91T-CB,https://multimedia.bbycastatic.ca/multimedia/products/500x500/114/11428/11428647.jpg,bestbuy
27,"Acer Spin 3 15.6"" Touchscreen Laptop - Black (Intel i3-6100U/1TB HDD/6GB RAM/Windows 10)",$699.99,http://www.bestbuy.ca/en-ca/product/acer-acer-spin-3-15-6-touchscreen-laptop-black-intel-i3-6100u-1tb-hdd-6gb-ram-windows-10-sp315-51-3684/10497394.aspx?,SP315-51-3684,https://multimedia.bbycastatic.ca/multimedia/products/500x500/104/10497/10497394.jpg,bestbuy
28,"Apple MacBook Air 13.3"" (Intel Core i5 1.8 GHz/ 256GB SSD/ 8GB RAM) - English","$1,449.99",http://www.bestbuy.ca/en-ca/product/apple-macbook-air-13-3-intel-core-i5-1-8-ghz-256gb-ssd-8gb-ram-english/10749366.aspx?,MQD42LL/A,https://multimedia.bbycastatic.ca/multimedia/products/500x500/107/10749/10749366.jpg,bestbuy
29,"Alienware 17.3"" Gaming Laptop (Intel Core i7-7700HQ/128GB SSD+1TB HDD/16GB RAM/NVIDIA GTX 1070)-Eng","$2,499.99",http://www.bestbuy.ca/en-ca/product/alienware-17-3-gaming-laptop-intel-core-i7-7700hq-128gb-ssd1tb-hdd-16gb-ram-nvidia-gtx-1070-eng/10583430.aspx?,AW17R4-7000SLV-PUS,https://multimedia.bbycastatic.ca/multimedia/products/500x500/105/10583/10583430.jpg,bestbuy
30,"Apple MacBook Air 13.3"" (Intel Core i5 1.8 GHz/ 256GB SSD/ 8GB RAM) - French","$1,449.99",http://www.bestbuy.ca/en-ca/product/apple-macbook-air-13-3-intel-core-i5-1-8-ghz-256gb-ssd-8gb-ram-french/10749365.aspx?,MQD42C/A,https://multimedia.bbycastatic.ca/multimedia/products/500x500/107/10749/10749365.jpg,bestbuy
31,"HP 15.6"" Laptop & Office Bundle - Grey (AMD E2-9000e/500GB HDD/4GB RAM) - English",$329.98,http://www.bestbuy.ca/en-ca/product/hp-15-6-laptop-office-bundle-grey-amd-e2-9000e-500gb-hdd-4gb-ram-english/b0008798.aspx?,none,https://multimedia.bbycastatic.ca/multimedia/products/500x500/b00/b0008/b0008798.jpg,bestbuy
32,"HP 17.3"" Laptop - Silver (Intel Core i5-7200U / 1TB HDD / 12GB RAM / Windows 10 Home)",$799.99,http://www.bestbuy.ca/en-ca/product/hp-17-3-laptop-silver-intel-core-i5-7200u-1tb-hdd-12gb-ram-windows-10-home/10735605.aspx?,17-BS008CA,https://multimedia.bbycastatic.ca/multimedia/products/500x500/107/10735/10735605.jpg,bestbuy
33,"Dell i7579 15.6"" Touchscreen Laptop (Intel Core i5-7200U/256GB HDD/8GB DDR4 RAM/Windows 10)","$1,199.99",http://www.bestbuy.ca/en-ca/product/dell-dell-i7579-15-6-touchscreen-laptop-intel-core-i5-7200u-256gb-hdd-8gb-ddr4-ram-windows-10-i7579-10028gry/10481503.aspx?,i7579-10028GRY,https://multimedia.bbycastatic.ca/multimedia/products/500x500/104/10481/10481503.jpg,bestbuy
34,"Acer Aspire F 15"" Touchscreen Laptop -Silver (Intel Core i5-7200U/1TB HDD/12GB RAM/Win 10)- Open Box",$599.99,http://www.bestbuy.ca/en-ca/product/acer-aspire-f-15-touchscreen-laptop-silver-intel-core-i5-7200u-1tb-hdd-12gb-ram-win-10-open-box/10656340.aspx?,F5-573T-545K,https://multimedia.bbycastatic.ca/multimedia/products/500x500/106/10656/10656340.jpg,bestbuy
35,"Acer Aspire E 15.6"" Touchscreen Laptop - (Intel Core i5-7200U/1TB HDD/8GB RAM/Win 10) - Open Box",$599.99,http://www.bestbuy.ca/en-ca/product/acer-aspire-e-15-6-touchscreen-laptop-intel-core-i5-7200u-1tb-hdd-8gb-ram-win-10-open-box/10656341.aspx?,E5-575T-58WH,https://multimedia.bbycastatic.ca/multimedia/products/500x500/106/10656/10656341.jpg,bestbuy
36,HP ProBook 450 G4 15.6in Laptop (Intel Core i5 / 256GB / 8GB RAM / Windows 10 Pro 64-bit) - Y9F95UT#ABL,$949.99,http://www.bestbuy.ca/en-ca/product/hp-probook-450-g4-15-6in-laptop-intel-core-i5-256gb-8gb-ram-windows-10-pro-64-bit-y9f95ut-abl/10660565.aspx?,Y9F95UTABL,https://multimedia.bbycastatic.ca/multimedia/products/500x500/106/10660/10660565.png,bestbuy
37,"Lenovo Thinkpad E570 - Core i7-7500U, 256GB SSD, 8GB Ram, GTX 950MX, 15.6"" FHD, Win 10 Pro","$1,029.99",http://www.bestbuy.ca/en-ca/product/lenovo-thinkpad-e570-core-i7-7500u-256gb-ssd-8gb-ram-gtx-950mx-15-6-fhd-win-10-pro/10640432.aspx?,20H50047US,https://multimedia.bbycastatic.ca/multimedia/products/500x500/106/10640/10640432.jpg,bestbuy
38,"ASUS ZenBook Flip UX360CA 13.3"" Touchscreen Laptop - Gold (Intel Core m3-6Y30/256GB SSD) - Open Box",$949.99,http://www.bestbuy.ca/en-ca/product/asus-asus-zenbook-flip-ux360ca-13-3-touchscreen-laptop-gold-intel-core-m3-6y30-256gb-ssd-open-box-ux360ca-bbm1-cb-gd/10520085.aspx?,UX360CA-BBM1-CB-GD,https://multimedia.bbycastatic.ca/multimedia/products/500x500/105/10520/10520085.jpg,bestbuy
39,"Alienware 15.6"" Gaming Laptop - Silver (Intel Core i7-7700HQ/256GB+1TB HDD/16GB RAM/NVIDIA GTX 1060)","$2,299.99",http://www.bestbuy.ca/en-ca/product/alienware-15-6-gaming-laptop-silver-intel-core-i7-7700hq-256gb1tb-hdd-16gb-ram-nvidia-gtx-1060/10583432.aspx?,AW15R3-7338SLV-PUS,https://multimedia.bbycastatic.ca/multimedia/products/500x500/105/10583/10583432.jpg,bestbuy
