IDValues,Name,Price,link,ModelNumber,Image
167,"Dell Refurbished OptiPlex 7010 SFF Desktop Computer, 3.3 GHz Intel Core i3-3220, 500 GB HDD, 4 GB DDR3, Windows 7 Pro",$299.92,https://www.staples.ca/en/Dell-Refurbished-OptiPlex-7010-SFF-Desktop-Computer-3-3-GHz-Intel-Core-i3-3220-500-GB-HDD-4-GB-DDR3-Windows-7-Pro/product_2659911_2-CA_1_20001,OPTIPLEX 7010,
168,"HP OMEN 880-039 Z5N42AA#ABL Gaming Desktop, 3.6 GHz AMD Ryzen 7 1800X, 1 TB HDD + 256 GB SSD, 8 GB DDR5, AMD RX 580, Win10","$1,599.99",https://www.staples.ca/en/HP-OMEN-880-039-Z5N42AA-ABL-Gaming-Desktop-3-6-GHz-AMD-Ryzen-7-1800X-1-TB-HDD-256-GB-SSD-8-GB-DDR5-AMD-RX-580-Win10/product_2739648_2-CA_1_20001,Z5N42AA#ABL,
169,"HP Refurbished Pro 6300 Tower Desktop Computer, 3.2 GHz Intel Core i5-3470, 1 TB HDD, 8 GB DDR3, Windows 10 Pro",$349.00,https://www.staples.ca/en/HP-Refurbished-Pro-6300-Tower-Desktop-Computer-3-2-GHz-Intel-Core-i5-3470-1-TB-HDD-8-GB-DDR3-Windows-10-Pro/product_2727101_2-CA_1_20001,6300PROTOWER,
170,"Alienware ASM100-6980BLK Steam Gaming Desktop, Intel Core i7, 8GB DDR3, 1TB HDD, NVIDIA GeForce GTX","$1,099.84",https://www.staples.ca/en/Alienware-ASM100-6980BLK-Steam-Gaming-Desktop-Intel-Core-i7-8GB-DDR3-1TB-HDD-NVIDIA-GeForce-GTX/product_1973998_2-CA_1_20001,ASM100-6980BLK,
171,"Dell Refurbished OptiPlex 7010 SFF Desktop Computer, 3.4 GHz Intel Core i7, 12 GB DDR3, 2000 GB HDD, Windows 10 Pro",$514.99,https://www.staples.ca/en/Dell-Refurbished-OptiPlex-7010-SFF-Desktop-Computer-3-4-GHz-Intel-Core-i7-12-GB-DDR3-2000-GB-HDD-Windows-10-Pro/product_2571774_2-CA_1_20001,DELL 7010,
172,"Dell OptiPlex 3040 0G1CW Tower Desktop Computer, 3.2 GHz Intel Core i5-6500, 128 GB SSD, 8 GB DDR3L, Windows 10 Pro",$799.99,https://www.staples.ca/en/Dell-OptiPlex-3040-0G1CW-Tower-Desktop-Computer-3-2-GHz-Intel-Core-i5-6500-128-GB-SSD-8-GB-DDR3L-Windows-10-Pro/product_2727348_2-CA_1_20001,0G1CW,
173,"Dell Refurbished OptiPlex 790 SFF Desktop Computer, 3.4 GHz Intel Core i7, 16 GB DDR3, 240 GB SSD, Windows 10 Pro",$579.00,https://www.staples.ca/en/Dell-Refurbished-OptiPlex-790-SFF-Desktop-Computer-3-4-GHz-Intel-Core-i7-16-GB-DDR3-240-GB-SSD-Windows-10-Pro/product_2571764_2-CA_1_20001,DELL 790,
174,"iBUYPOWER Element VR-Ready Gaming Computer, 3.4 GHz Core i7-6700, 1 TB HDD + 120 GB SSD, 16 GB, NVIDIA GeForce GTX 1080, Win10","$1,899.99",https://www.staples.ca/en/iBUYPOWER-Element-VR-Ready-Gaming-Computer-3-4-GHz-Core-i7-6700-1-TB-HDD-120-GB-SSD-16-GB-NVIDIA-GeForce-GTX-1080-Win10/product_2729898_2-CA_1_20001,ELEMENT,
175,"CyberPowerPC SLC9900 Gamer Supreme PC, 3.6 GHz AMD Ryzen 7 1800X, 3 TB HDD + 240 GB SSD, 32 GB DDR4, GeForce GTX 1080 Ti, Win10","$3,239.99",https://www.staples.ca/en/CyberPowerPC-SLC9900-Gamer-Supreme-PC-3-6-GHz-AMD-Ryzen-7-1800X-3-TB-HDD-240-GB-SSD-32-GB-DDR4-GeForce-GTX-1080-Ti-Win10/product_2705786_2-CA_1_20001,SLC9900,
176,"Apple iMac 21.5"" with Retina 4K Display, Quad Core 3.1 GHz Intel Core i5, 8GM RAM, 1TB HDD, French","$1,829.00",https://www.staples.ca/en/Apple-iMac-21-5-with-Retina-4K-Display-Quad-Core-3-1-GHz-Intel-Core-i5-8GM-RAM-1TB-HDD-French/product_1944574_2-CA_1_20001,MK452C/A,
177,"HP Refurbished HP 6300 Pro SFF Desktop Computer, 3.4 GHz Intel Core i7, 16 GB DDR3, 2000 GB HDD, Windows 10 Pro",$505.00,https://www.staples.ca/en/HP-Refurbished-HP-6300-Pro-SFF-Desktop-Computer-3-4-GHz-Intel-Core-i7-16-GB-DDR3-2000-GB-HDD-Windows-10-Pro/product_2571770_2-CA_1_20001,HP 6300 PRO,
178,"HP V8P28AA#ABA 21.5"" All-in-One Desktop Computer, 1.6 GHz Intel Pentium J3710, 1 TB HDD, 8 GB DDR3L, Windows 10",$739.92,https://www.staples.ca/en/HP-V8P28AA-ABA-21-5-All-in-One-Desktop-Computer-1-6-GHz-Intel-Pentium-J3710-1-TB-HDD-8-GB-DDR3L-Windows-10/product_2605844_2-CA_1_20001,V8P28AA#ABA,
179,"Dell OptiPlex 790 SFF Refurbished Compact Desktop Computer, 3.1 GHz Intel Core i3-2100, 1 TB HDD, 8 GB DDR3, Windows 10 Pro",$349.99,https://www.staples.ca/en/Dell-OptiPlex-790-SFF-Refurbished-Compact-Desktop-Computer-3-1-GHz-Intel-Core-i3-2100-1-TB-HDD-8-GB-DDR3-Windows-10-Pro/product_2596787_2-CA_1_20001,DELL OPTI 790,
180,"CyberPowerPC Gamer Ultra GUA4400INC Computer, 3.5 GHz AMD FX-6300, 8 GB, 1 TB HDD, AMD Radeon RX 580, Win10",$959.00,https://www.staples.ca/en/CyberPowerPC-Gamer-Ultra-GUA4400INC-Computer-3-5-GHz-AMD-FX-6300-8-GB-1-TB-HDD-AMD-Radeon-RX-580-Win10/product_2520785_2-CA_1_20001,GUA4400INC,
181,"ZOTAC ZBOX-CI547NANO-U Mini PC Barebones Desktop Computer, 2.5 GHz Intel Core i5-7200U",$449.99,https://www.staples.ca/en/ZOTAC-ZBOX-CI547NANO-U-Mini-PC-Barebones-Desktop-Computer-2-5-GHz-Intel-Core-i5-7200U/product_2723680_2-CA_1_20001,ZBOX-CI547NANO,
182,"ASUS VM65N-G063Z VivoMini SFF Desktop Computer, 2.5 GHz Intel Core i5-7200U, 1 TB HDD, 8 GB DDR4, NVIDIA GeForce 930M, Win10",$729.92,https://www.staples.ca/en/ASUS-VM65N-G063Z-VivoMini-SFF-Desktop-Computer-2-5-GHz-Intel-Core-i5-7200U-1-TB-HDD-8-GB-DDR4-NVIDIA-GeForce-930M-Win10/product_2675785_2-CA_1_20001,VM65N-G063Z,
183,"Dell Refurbished OptiPlex 390 DT Desktop, Intel Core i5 2400, 3.1GHz, 4GB RAM, 250GB HDD, DVD/RW, Win 10 Pro",$279.99,https://www.staples.ca/en/Dell-Refurbished-OptiPlex-390-DT-Desktop-Intel-Core-i5-2400-3-1GHz-4GB-RAM-250GB-HDD-DVD-RW-Win-10-Pro/product_1899082_2-CA_1_20001,201821,
184,"iBUYPOWER Phantom Gaming Computer, 2.7 GHz Intel Core i5-6400, 1 TB HDD + 120 GB SSD, 8 GB DDR4, NVIDIA GeForce GTX 1060, Win10","$1,099.99",https://www.staples.ca/en/iBUYPOWER-Phantom-Gaming-Computer-2-7-GHz-Intel-Core-i5-6400-1-TB-HDD-120-GB-SSD-8-GB-DDR4-NVIDIA-GeForce-GTX-1060-Win10/product_2729881_2-CA_1_20001,PHANTOM,
185,"ASUS Chromebit K035C Mini Computer, 1.8 GHz Rockchip 3288-C, 16 GB eMMC, 2 GB LPDDR3, Chrome OS, Pink",$124.99,https://www.staples.ca/en/ASUS-Chromebit-K035C-Mini-Computer-1-8-GHz-Rockchip-3288-C-16-GB-eMMC-2-GB-LPDDR3-Chrome-OS-Pink/product_2736529_2-CA_1_20001,CHROMEBIT-K035C,
186,"HP 6200 PRO SFF Refurbished Compact Desktop Computer, 3.1 GHz Intel Core i3-2100, 1 TB HDD, 8 GB DDR3, Windows 10 Professional",$349.36,https://www.staples.ca/en/HP-6200-PRO-SFF-Refurbished-Compact-Desktop-Computer-3-1-GHz-Intel-Core-i3-2100-1-TB-HDD-8-GB-DDR3-Windows-10-Professional/product_2596784_2-CA_1_20001,HP 6200 PRO,
187,"Dell (Optiplex 3010) Refurbished Desktop, Intel Core i5 3470 (3.2GHz), 8GB RAM, 1TB HDD, Windows 10 Pro",$379.00,https://www.staples.ca/en/Dell-Optiplex-3010-Refurbished-Desktop-Intel-Core-i5-3470-3-2GHz-8GB-RAM-1TB-HDD-Windows-10-Pro/product_2300587_2-CA_1_20001,DELL 3010,
188,"LENOVO Refurbished M72Z All-in-One Desktop Computer, 2.9 GHz Intel Core i5 3470S, 250 GB HDD, 8 GB , Windows 10 Professional",$369.00,https://www.staples.ca/en/LENOVO-Refurbished-M72Z-All-in-One-Desktop-Computer-2-9-GHz-Intel-Core-i5-3470S-250-GB-HDD-8-GB-Windows-10-Professional/product_2791967_2-CA_1_20001,THNKCENTRE M72Z,
189,"Dell Refurbished Optiplex 980 PC, Intel i5-650r, 4 GB RAM, 250 GB HDD, Windows 10 Professional, English",$248.96,https://www.staples.ca/en/Dell-Refurbished-Optiplex-980-PC-Intel-i5-650r-4-GB-RAM-250-GB-HDD-Windows-10-Professional-English/product_1968220_2-CA_1_20001,OPTIPLEX 980,
190,"Dell Refurbished Optiplex 7010, SFF, Core i7 3770, 3.4 GHZ, 8.0 GB, 128GB, DVD/RW, Windows 10 Professional",$579.99,https://www.staples.ca/en/Dell-Refurbished-Optiplex-7010-SFF-Core-i7-3770-3-4-GHZ-8-0-GB-128GB-DVD-RW-Windows-10-Professional/product_2109438_2-CA_1_20001,OPTIPLEX7010SFF,
191,"Alienware ASM100-2980BLK Steam Gaming Desktop, Intel Core i3, 2GB DDR3, 1TB HDD, NVIDIA GeForce GTX",$799.43,https://www.staples.ca/en/Alienware-ASM100-2980BLK-Steam-Gaming-Desktop-Intel-Core-i3-2GB-DDR3-1TB-HDD-NVIDIA-GeForce-GTX/product_2091149_2-CA_1_20001,ASM100-2980BLK,
192,"Microcad Platinum High Level Gaming System, 4.0 GHz Intel i7-6700, 32 GB DDR4, 4 TB HDD + 500 GB SSD, Geforce GTX 1080, Win10","$3,299.00",https://www.staples.ca/en/Microcad-Platinum-High-Level-Gaming-System-4-0-GHz-Intel-i7-6700-32-GB-DDR4-4-TB-HDD-500-GB-SSD-Geforce-GTX-1080-Win10/product_2519057_2-CA_1_20001,GAMINGPLATINUM,
193,"HP Compaq Refurbished Desktop (DC7800 SFF), Intel Core2 Duo, 4GB RAM, 320GB HDD, DVD-Burner, Win 10 Pro, English",$174.36,https://www.staples.ca/en/HP-Compaq-Refurbished-Desktop-DC7800-SFF-Intel-Core2-Duo-4GB-RAM-320GB-HDD-DVD-Burner-Win-10-Pro-English/product_1569876_2-CA_1_20001,HP DC7800 SFF,
194,"CyberPowerPC GMA5000INC Gamer Master Computer, 3.6 GHz AMD Ryzen 5 1600X, 2 TB HDD + 240 GB SSD, 16 GB, GeForce GTX 1080, Win10","$2,049.92",https://www.staples.ca/en/CyberPowerPC-GMA5000INC-Gamer-Master-Computer-3-6-GHz-AMD-Ryzen-5-1600X-2-TB-HDD-240-GB-SSD-16-GB-GeForce-GTX-1080-Win10/product_2708749_2-CA_1_20001,GMA5000INC,
195,"HP Pavilion 570-p010 Z5M05AA#ABA Desktop Computer, 3.9 GHz Intel Core i3-7100, 1 TB HDD, 8 GB, Win10",$649.94,https://www.staples.ca/en/HP-Pavilion-570-p010-Z5M05AA-ABA-Desktop-Computer-3-9-GHz-Intel-Core-i3-7100-1-TB-HDD-8-GB-Win10/product_2741293_2-CA_1_20001,Z5M05AA#ABA,
196,"Apple iMac 27"" with Retina 5K Display, Quad Core 3.3GHz Intel core i5, 8GB RAM, 2TB Fusion Drive, AMD R9 M395, English","$2,799.00",https://www.staples.ca/en/Apple-iMac-27-with-Retina-5K-Display-Quad-Core-3-3GHz-Intel-core-i5-8GB-RAM-2TB-Fusion-Drive-AMD-R9-M395-English/product_1944581_2-CA_1_20001,MK482LL/A,
197,"Microsoft 42L-00001 Surface Studio 28"" PixelSense, 2.6 GHz Core i5-6440HQ, 1 TB HDD + 64 GB SSD, 8 GB, GeForce GTX 965M, Win10","$3,999.00",https://www.staples.ca/en/Microsoft-42L-00001-Surface-Studio-28-PixelSense-2-6-GHz-Core-i5-6440HQ-1-TB-HDD-64-GB-SSD-8-GB-GeForce-GTX-965M-Win10/product_2695871_2-CA_1_20001,42L-00001,
198,"HP Refurbished 8100 Elite SFF Desktop Computer, 3.2 GHz Intel Core i5-650, 240 GB SSD, 12 GB DDR3, Windows 10 Pro",$409.95,https://www.staples.ca/en/HP-Refurbished-8100-Elite-SFF-Desktop-Computer-3-2-GHz-Intel-Core-i5-650-240-GB-SSD-12-GB-DDR3-Windows-10-Pro/product_2720506_2-CA_1_20001,8100,
199,"HP Pavilion Wave V9B18AA#ABL Desktop Computer, 2.9 GHz Intel Pentium G4400T, 1 TB HDD, 8 GB DDR4, Windows 10",$749.99,https://www.staples.ca/en/HP-Pavilion-Wave-V9B18AA-ABL-Desktop-Computer-2-9-GHz-Intel-Pentium-G4400T-1-TB-HDD-8-GB-DDR4-Windows-10/product_2605836_2-CA_1_20001,V9B18AA#ABL,
200,"HP 6200 Tower Refurbished 6200 Mini Tower Desktop Computer, 3.1 GHz Intel Core i5-2400, 2 TB HDD, 16 GB DDR3, Windows 10 Pro",$399.00,https://www.staples.ca/en/HP-6200-Tower-Refurbished-6200-Mini-Tower-Desktop-Computer-3-1-GHz-Intel-Core-i5-2400-2-TB-HDD-16-GB-DDR3-Windows-10-Pro/product_2605936_2-CA_1_20001,6200,
201,"Microsoft 42Q-00001 Surface Studio 28"" PixelSense, 2.7 GHz Core i7-6820HQ, 1 TB HDD + 128 GB SSD, 16 GB, GeForce GTX 965M, Win10","$4,599.00",https://www.staples.ca/en/Microsoft-42Q-00001-Surface-Studio-28-PixelSense-2-7-GHz-Core-i7-6820HQ-1-TB-HDD-128-GB-SSD-16-GB-GeForce-GTX-965M-Win10/product_2695874_2-CA_1_20001,42Q-00001,
202,"Dell Optiplex 790 Slim Refurbished Desktop, Core i7 2600, 3.4GHz, 8GB RAM, 240GB SSD, DVD, Win 10 Pro",$659.99,https://www.staples.ca/en/Dell-Optiplex-790-Slim-Refurbished-Desktop-Core-i7-2600-3-4GHz-8GB-RAM-240GB-SSD-DVD-Win-10-Pro/product_1899088_2-CA_1_20001,238684SSD,
203,"HP Refurbished Elite 8300 SFF Desktop Computer, 3.4 GHz Intel Core i7-3770, 2 TB HDD, 12 DDR3, Windows 10 Pro",$559.99,https://www.staples.ca/en/HP-Refurbished-Elite-8300-SFF-Desktop-Computer-3-4-GHz-Intel-Core-i7-3770-2-TB-HDD-12-DDR3-Windows-10-Pro/product_2768246_2-CA_1_20001,ELITE 8300,
204,"HP Pavilion V9B19AA#ABL Desktop Computer, 2.7 GHz Intel Core i5-6400, 1 TB HDD, 8 GB DDR4, Windows 10","$1,069.99",https://www.staples.ca/en/HP-Pavilion-V9B19AA-ABL-Desktop-Computer-2-7-GHz-Intel-Core-i5-6400-1-TB-HDD-8-GB-DDR4-Windows-10/product_2605837_2-CA_1_20001,V9B19AA#ABL,
205,"HP Elite 8300 SFF Refurbished Compact Desktop Computer, 3.2 GHz Intel Core i5-3470, 2 TB HDD, 8 GB DDR3, Windows 10 Professional",$449.26,https://www.staples.ca/en/HP-Elite-8300-SFF-Refurbished-Compact-Desktop-Computer-3-2-GHz-Intel-Core-i5-3470-2-TB-HDD-8-GB-DDR3-Windows-10-Professional/product_2596785_2-CA_1_20001,HP 8300 ELITE,
206,"Lenovo M92P Refurbished M92P SFF Desktop Computer, 3.2 GHz Intel Core i5-3470, 500 GB HDD, 4 GB DDR3, Windows 10 Pro",$279.99,https://www.staples.ca/en/Lenovo-M92P-Refurbished-M92P-SFF-Desktop-Computer-3-2-GHz-Intel-Core-i5-3470-500-GB-HDD-4-GB-DDR3-Windows-10-Pro/product_2605908_2-CA_1_20001,M92P,
207,"Dell OptiPlex 3030 90KWP 19.5"" All-in-One Computer, 3.7 GHz Intel Core i3-4170, 500 GB HDD, 4 GB DDR3L SDRAM, Windows 10 Pro",$899.99,https://www.staples.ca/en/Dell-OptiPlex-3030-90KWP-19-5-All-in-One-Computer-3-7-GHz-Intel-Core-i3-4170-500-GB-HDD-4-GB-DDR3L-SDRAM-Windows-10-Pro/product_2727335_2-CA_1_20001,90KWP,
208,"Dell Refurbished OptiPlex 990 Tower Desktop Computer, 3.4 GHz Intel Core i7-2600, 2 TB HDD, 16 GB DDR3, Windows 10 Pro",$569.00,https://www.staples.ca/en/Dell-Refurbished-OptiPlex-990-Tower-Desktop-Computer-3-4-GHz-Intel-Core-i7-2600-2-TB-HDD-16-GB-DDR3-Windows-10-Pro/product_2626187_2-CA_1_20001,DELL OPTI 990,
209,"iBUYPOWER CA003I Element Gaming Desktop, 4.2 GHz Core i7-7700k, 2 TB HDD + 240 GB SSD, 16 GB RAM, NVIDIA GeForce GTX 1080, Win10","$2,259.99",https://www.staples.ca/en/iBUYPOWER-CA003I-Element-Gaming-Desktop-4-2-GHz-Core-i7-7700k-2-TB-HDD-240-GB-SSD-16-GB-RAM-NVIDIA-GeForce-GTX-1080-Win10/product_2626193_2-CA_1_20001,CA003I,
210,"CyberPowerPC GXIVR2600INC Gamer Xtreme VR Gaming PC, 3.6 GHz Core i7-7700, 2 TB HDD, 16 GB DDR4, NVIDIA GeForce GTX 1070, Win10","$1,859.99",https://www.staples.ca/en/CyberPowerPC-GXIVR2600INC-Gamer-Xtreme-VR-Gaming-PC-3-6-GHz-Core-i7-7700-2-TB-HDD-16-GB-DDR4-NVIDIA-GeForce-GTX-1070-Win10/product_2636427_2-CA_1_20001,GXIVR2600INC,
211,"ZOTAC ZBOX BI325U Barebones Desktop Computer, 1.6 GHz Intel Celeron N3160",$179.99,https://www.staples.ca/en/ZOTAC-ZBOX-BI325U-Barebones-Desktop-Computer-1-6-GHz-Intel-Celeron-N3160/product_2708128_2-CA_1_20001,BI325U,
212,"Lenovo M91 SFF Refurbished Compact Desktop Computer, 3.4 GHz Intel Core i7-2600, 2 TB HDD, 16 GB DDR3, Windows 10 Professional",$499.26,https://www.staples.ca/en/Lenovo-M91-SFF-Refurbished-Compact-Desktop-Computer-3-4-GHz-Intel-Core-i7-2600-2-TB-HDD-16-GB-DDR3-Windows-10-Professional/product_2596779_2-CA_1_20001,LENOVO M91,
213,"Lenovo M91 SFF Refurbished Compact Desktop Computer, 3.1 GHz Intel Core i5-2400, 1 TB HDD, 8 GB DDR3, Windows 10 Professional",$329.00,https://www.staples.ca/en/Lenovo-M91-SFF-Refurbished-Compact-Desktop-Computer-3-1-GHz-Intel-Core-i5-2400-1-TB-HDD-8-GB-DDR3-Windows-10-Professional/product_2596777_2-CA_1_20001,LENOVO M91,
214,"Dell i7459-4129BS Inspiron 7459 23.8"" All-in-One Computer, 2.3 GHz Intel Core i5-6300HQ, 1 TB HDD, 12 GB DDR4, Windows 10 Home","$1,699.99",https://www.staples.ca/en/Dell-i7459-4129BS-Inspiron-7459-23-8-All-in-One-Computer-2-3-GHz-Intel-Core-i5-6300HQ-1-TB-HDD-12-GB-DDR4-Windows-10-Home/product_1949016_2-CA_1_20001,I7459-4129BS,
215,"HP Refurbished DC 7900 SFF Desktop Computer, 3.0 GHz Intel Core 2 Duo E8400, 128 GB SSD, 4 GB , Windows 10 Home",$179.99,https://www.staples.ca/en/HP-Refurbished-DC-7900-SFF-Desktop-Computer-3-0-GHz-Intel-Core-2-Duo-E8400-128-GB-SSD-4-GB-Windows-10-Home/product_2791965_2-CA_1_20001,HP DC7900 USFF,
216,"HP 6005 Pro Refurbished SFF Desktop, 3GHz AMD Phenom II X2, 4GB RAM, 250GB HDD, DVD/RW, Win 10 Pro",$139.99,https://www.staples.ca/en/HP-6005-Pro-Refurbished-SFF-Desktop-3GHz-AMD-Phenom-II-X2-4GB-RAM-250GB-HDD-DVD-RW-Win-10-Pro/product_1641105_2-CA_1_20001,HP6005PROSFF,
217,"Dell Refurbished OptiPlex 7010 SFF Desktop Computer, 3.2 GHz Intel Core i5-3470, 2 TB HDD, 8 GB DDR3, Windows 10 Pro",$489.99,https://www.staples.ca/en/Dell-Refurbished-OptiPlex-7010-SFF-Desktop-Computer-3-2-GHz-Intel-Core-i5-3470-2-TB-HDD-8-GB-DDR3-Windows-10-Pro/product_2708468_2-CA_1_20001,7010,
218,"HP Refurbished Pro 6300 Tower Desktop Computer, 3.1 GHz Intel Core i5-2400, 2 TB HDD, 16 GB DDR3, Windows 10 Pro",$379.00,https://www.staples.ca/en/HP-Refurbished-Pro-6300-Tower-Desktop-Computer-3-1-GHz-Intel-Core-i5-2400-2-TB-HDD-16-GB-DDR3-Windows-10-Pro/product_2727103_2-CA_1_20001,6200PROTOWER,
219,"Lenovo M90 SFF Refurbished Compact Desktop Computer, 3.2 GHz Intel Core i5-650, 2 TB HDD, 12 GB DDR3, Windows 10 Professional",$339.92,https://www.staples.ca/en/Lenovo-M90-SFF-Refurbished-Compact-Desktop-Computer-3-2-GHz-Intel-Core-i5-650-2-TB-HDD-12-GB-DDR3-Windows-10-Professional/product_2596771_2-CA_1_20001,LENOVO M90,
220,"CyberPowerPC GXI10140INC Xtreme Gaming PC, 3.8 GHz Core i5-7600K, 1 TB HDD, 8 GB DDR4, NVIDIA GeForce GT 730 2 GB, Win10","$1,069.99",https://www.staples.ca/en/CyberPowerPC-GXI10140INC-Xtreme-Gaming-PC-3-8-GHz-Core-i5-7600K-1-TB-HDD-8-GB-DDR4-NVIDIA-GeForce-GT-730-2-GB-Win10/product_2636424_2-CA_1_20001,GXI10140INC,
221,"HP 24-g162 X6G33AA#ABA 23.8"" All-in-One Computer, 1.6 GHz Intel Pentium QC J3710, 1 TB HDD, 8 GB DDR3, Windows 10 Home",$849.99,https://www.staples.ca/en/HP-24-g162-X6G33AA-ABA-23-8-All-in-One-Computer-1-6-GHz-Intel-Pentium-QC-J3710-1-TB-HDD-8-GB-DDR3-Windows-10-Home/product_2741295_2-CA_1_20001,X6G33AA#ABA,
222,"ZOTAC ZBOX-PI332-W2B PICO Mini PC, 1.44 GHz Intel Atom x5-Z8500, 32 GB eMMC, 4 GB LPDDR3, Windows 10 Home",$279.99,https://www.staples.ca/en/ZOTAC-ZBOX-PI332-W2B-PICO-Mini-PC-1-44-GHz-Intel-Atom-x5-Z8500-32-GB-eMMC-4-GB-LPDDR3-Windows-10-Home/product_2768165_2-CA_1_20001,ZBOX-PI332-W2B,
223,"Dell Optiplex 3010 Refurbished SFF Desktop, 3.2GHz Intel Core i5 3470, 4GB RAM, 500GB HDD, DVD, Win 10 Pro",$359.99,https://www.staples.ca/en/Dell-Optiplex-3010-Refurbished-SFF-Desktop-3-2GHz-Intel-Core-i5-3470-4GB-RAM-500GB-HDD-DVD-Win-10-Pro/product_1899073_2-CA_1_20001,237636,
224,"Dell Refurbished OptiPlex 990, Slim Desktop, Core I5 2400, 3.1 GHZ, 4GB RAM, 250GB HDD, DVD/RW, Win 10 Pro",$299.99,https://www.staples.ca/en/Dell-Refurbished-OptiPlex-990-Slim-Desktop-Core-I5-2400-3-1-GHZ-4GB-RAM-250GB-HDD-DVD-RW-Win-10-Pro/product_2056971_2-CA_1_20001,OPTIPLEX 990,
225,"HP ENVY 750-430 X6F99AA#ABA Computer, 3.4 GHz Intel Core i7-6700, 1 TB HDD + 256 GB SSD, 8 GB, NVIDIA GeForce GTX 1060, Win10","$1,499.92",https://www.staples.ca/en/HP-ENVY-750-430-X6F99AA-ABA-Computer-3-4-GHz-Intel-Core-i7-6700-1-TB-HDD-256-GB-SSD-8-GB-NVIDIA-GeForce-GTX-1060-Win10/product_2741294_2-CA_1_20001,X6F99AA#ABA,
226,"Dell Refurbished OptiPlex 990 Tower Desktop Computer, 3.3 GHz Intel Core i5-2500, 256 GB SSD, 12 GB DDR3, Windows 10 Pro",$499.99,https://www.staples.ca/en/Dell-Refurbished-OptiPlex-990-Tower-Desktop-Computer-3-3-GHz-Intel-Core-i5-2500-256-GB-SSD-12-GB-DDR3-Windows-10-Pro/product_2720508_2-CA_1_20001,990,
227,"Intel NUC6I7KYK NUC Kit Barebones Mini Desktop Computer, 2.6 GHz Intel Core i7-6770HQ",$849.99,https://www.staples.ca/en/Intel-NUC6I7KYK-NUC-Kit-Barebones-Mini-Desktop-Computer-2-6-GHz-Intel-Core-i7-6770HQ/product_2705790_2-CA_1_20001,BOXNUC617KYK1,
228,"HP Refurbished Pro 6300 Tower Desktop Computer, 3.4 GHz Intel Core i7-3770, 2 TB HDD, 16 GB DDR3, Windows 10 Pro",$639.00,https://www.staples.ca/en/HP-Refurbished-Pro-6300-Tower-Desktop-Computer-3-4-GHz-Intel-Core-i7-3770-2-TB-HDD-16-GB-DDR3-Windows-10-Pro/product_2727087_2-CA_1_20001,6300 PRO TOWER,
229,"HP Refurbished Compaq Desktop (8100 SFF), 2.66GHz Intel i5, 8GB RAM, 1TB HDD, DVD-Burner, Windows 10 Pro, English",$299.00,https://www.staples.ca/en/HP-Refurbished-Compaq-Desktop-8100-SFF-2-66GHz-Intel-i5-8GB-RAM-1TB-HDD-DVD-Burner-Windows-10-Pro-English/product_1606638_2-CA_1_20001,HP ELITE 8100,
230,"Dell Optiplex Refurbished Desktop (745 MT), Intel Core2 Duo, 4GB RAM, 250GB HDD, DVD-RW, Win 10 Pro, English",$174.75,https://www.staples.ca/en/Dell-Optiplex-Refurbished-Desktop-745-MT-Intel-Core2-Duo-4GB-RAM-250GB-HDD-DVD-RW-Win-10-Pro-English/product_1569878_2-CA_1_20001,OPTIPLEX 745 MT,
231,"Dell Precision (T7500) Refurbished Desktop, Intel Xeon E5506 (2.13 Ghz), 8GB RAM, 1TB  HDD, Windows 10 Pro",$445.26,https://www.staples.ca/en/Dell-Precision-T7500-Refurbished-Desktop-Intel-Xeon-E5506-2-13-Ghz-8GB-RAM-1TB-HDD-Windows-10-Pro/product_2213059_2-CA_1_20001,DELL T7500 TOWE,
232,"HP 6200 PRO, Refurbished Slim Desktop, Core i5 2400, 3.1 GHZ, 4GB DDR3, 250GB HDD, DVD/RW, Win 10 Pro",$349.99,https://www.staples.ca/en/HP-6200-PRO-Refurbished-Slim-Desktop-Core-i5-2400-3-1-GHZ-4GB-DDR3-250GB-HDD-DVD-RW-Win-10-Pro/product_2056975_2-CA_1_20001,HP 6200 PRO,
233,"CyberPowerPC Gamer Master GMA340 Desktop, 3.4 GHz AMD Ryzen 7 1700X, 1 TB HDD + 120 GB SSD, 16 GB DDR4, AMD Radeon RX 580, Win10","$1,779.99",https://www.staples.ca/en/CyberPowerPC-Gamer-Master-GMA340-Desktop-3-4-GHz-AMD-Ryzen-7-1700X-1-TB-HDD-120-GB-SSD-16-GB-DDR4-AMD-Radeon-RX-580-Win10/product_2732890_2-CA_1_20001,GMA340,
234,"Dell Refurbished OptiPlex 790 SFF Desktop Computer, 3.1 GHz Intel Core i5, 12 GB DDR3, 2000 GB HDD, Windows 10 Pro",$379.00,https://www.staples.ca/en/Dell-Refurbished-OptiPlex-790-SFF-Desktop-Computer-3-1-GHz-Intel-Core-i5-12-GB-DDR3-2000-GB-HDD-Windows-10-Pro/product_2571761_2-CA_1_20001,DELL 790,
235,"ZOTAC ZBOX-MI543NANO-U Barebone Mini PC, 2.3 GHz Intel i5-6200U",$484.99,https://www.staples.ca/en/ZOTAC-ZBOX-MI543NANO-U-Barebone-Mini-PC-2-3-GHz-Intel-i5-6200U/product_2432552_2-CA_1_20001,ZBOXMI543NANO-U,
