IDValues,Name,Price,link,ModelNumber,Image
39,"HP ENVY x360 15-bp010ca 1UG61UA#ABL 15.6"" Touch Screen 2-in-1, 2.5 GHz Intel Core i5-7200U, 1 TB HDD, 8 GB DDR4, Win10","$1,199.99",https://www.staples.ca/en/HP-ENVY-x360-15-bp010ca-1UG61UA-ABL-15-6-Touch-Screen-2-in-1-2-5-GHz-Intel-Core-i5-7200U-1-TB-HDD-8-GB-DDR4-Win10/product_2741277_2-CA_1_20001,1UG61UA#ABL,
40,"HP Refurbished EliteBook 8470P 14"" Notebook, 2.6 GHz Intel Core i5-3320m, 500 GB HDD, 8 GB DDR3, Windows 10 Pro",$369.64,https://www.staples.ca/en/HP-Refurbished-EliteBook-8470P-14-Notebook-2-6-GHz-Intel-Core-i5-3320m-500-GB-HDD-8-GB-DDR3-Windows-10-Pro/product_2102560_2-CA_1_20001,HP ELITE 8470P,
41,"MSI CX62 7QL-070CA 15.6"" Gaming Laptop, 2.5 GHz Intel Core i5-7200U, 1 TB HDD, 8 GB DDR4, NVIDIA GeForce 940MX, Win10",$849.99,https://www.staples.ca/en/MSI-CX62-7QL-070CA-15-6-Gaming-Laptop-2-5-GHz-Intel-Core-i5-7200U-1-TB-HDD-8-GB-DDR4-NVIDIA-GeForce-940MX-Win10/product_2716267_2-CA_1_20001,CX62 7QL-070CA,
42,"HP ProBook 470 G4 Z1Z75UT#ABA 17.3"" Notebook, 3.50 GHz Intel Core i7-7500U, 1 TB HDD, 8 GB DDR4, Windows 10 Pro","$1,249.00",https://www.staples.ca/en/HP-ProBook-470-G4-Z1Z75UT-ABA-17-3-Notebook-3-50-GHz-Intel-Core-i7-7500U-1-TB-HDD-8-GB-DDR4-Windows-10-Pro/product_2473119_2-CA_1_20001,Z1Z75UT#ABA,
43,"HP Stream 11 Pro G2 T3L15UT#ABA 11.6"" Notebook, 1.6 GHz Intel Celeron N3050, 64 GB eMMC, 4 GB DDR3L, Windows 10 Pro",$319.99,https://www.staples.ca/en/HP-Stream-11-Pro-G2-T3L15UT-ABA-11-6-Notebook-1-6-GHz-Intel-Celeron-N3050-64-GB-eMMC-4-GB-DDR3L-Windows-10-Pro/product_1968279_2-CA_1_20001,T3L15UT#ABA,
44,"Lenovo V110 80TL008PUS 15.6"" Notebook, 1.6 GHz Intel Celeron 3855U, 500 GB HDD, 4 GB DDR4 SDRAM, Windows 10 Pro",$399.99,https://www.staples.ca/en/Lenovo-V110-80TL008PUS-15-6-Notebook-1-6-GHz-Intel-Celeron-3855U-500-GB-HDD-4-GB-DDR4-SDRAM-Windows-10-Pro/product_2624436_2-CA_1_20001,80TL008PUS,
45,"Dell Refurbished Latitude E6430 14"" Notebook, 2.6 GHz Intel Core i5-3320M, 750 GB HDD, 16 GB DDR3, Windows 10 Professional",$429.92,https://www.staples.ca/en/Dell-Refurbished-Latitude-E6430-14-Notebook-2-6-GHz-Intel-Core-i5-3320M-750-GB-HDD-16-GB-DDR3-Windows-10-Professional/product_2572107_2-CA_1_20001,DELL E6430,
46,"Acer TravelMate TMB115-M-C99B 11.6"" Notebook, 2.16 GHz Intel Celeron N2840, 4G RAM, 500G HDD, Windows 7 Professional",$339.92,https://www.staples.ca/en/Acer-TravelMate-TMB115-M-C99B-11-6-Notebook-2-16-GHz-Intel-Celeron-N2840-4G-RAM-500G-HDD-Windows-7-Professional/product_1624436_2-CA_1_20001,NX.VA1AA.007,
47,"HP ProBook 440 G4 Z1Z82UT#ABA 14"" Notebook, 3.1 GHz Intel Core i5-7200U, 500 GB HDD, 4 GB DDR4, Windows 10 Pro",$889.72,https://www.staples.ca/en/HP-ProBook-440-G4-Z1Z82UT-ABA-14-Notebook-3-1-GHz-Intel-Core-i5-7200U-500-GB-HDD-4-GB-DDR4-Windows-10-Pro/product_2474830_2-CA_1_20001,Z1Z82UT#ABA,
48,"Dell E6430 Refurbished E6430 14"" Notebook, 2.6 GHz Intel Core i5-3320M, 320 GB HDD, 8 GB DDR3, Windows 10 Pro",$419.00,https://www.staples.ca/en/Dell-E6430-Refurbished-E6430-14-Notebook-2-6-GHz-Intel-Core-i5-3320M-320-GB-HDD-8-GB-DDR3-Windows-10-Pro/product_2605917_2-CA_1_20001,E6430,
49,"HP Pavilion x360 14-BA007CA 14"" Touch Screen 2-in-1, 2.4 GHz Intel Core i3-7100U, 1 TB HDD, 8 GB DDR4, Windows 10 Home",$799.99,https://www.staples.ca/en/HP-Pavilion-x360-14-BA007CA-14-Touch-Screen-2-in-1-2-4-GHz-Intel-Core-i3-7100U-1-TB-HDD-8-GB-DDR4-Windows-10-Home/product_2721997_2-CA_1_20001,14-BA007CA,
50,"Dell Latitude Refurbished Laptop (E5420), 14"", Core i5 2520M, 4GB RAM, 320GB HDD, Windows 10 Pro, English",$279.99,https://www.staples.ca/en/Dell-Latitude-Refurbished-Laptop-E5420-14-Core-i5-2520M-4GB-RAM-320GB-HDD-Windows-10-Pro-English/product_1577089_2-CA_1_20001,DELL E5420,
51,"HP Pavilion 15 15-CD007CA 15.6"" Touch Screen Notebook, 2.7 GHz AMD A12-9720P, 1 TB HDD, 8 GB DDR4, Windows 10 Home, Opulent Blue",$749.99,https://www.staples.ca/en/HP-Pavilion-15-15-CD007CA-15-6-Touch-Screen-Notebook-2-7-GHz-AMD-A12-9720P-1-TB-HDD-8-GB-DDR4-Windows-10-Home-Opulent-Blue/product_2722001_2-CA_1_20001,15-CD007CA,
52,"Acer Aspire F5-771G-510R NX.GHZAA.001 17.3"" Notebook, 2.5 GHz Intel Core i5-7200U, 1 TB HDD, 8 GB, NVIDIA GeForce 940MX, Win10",$749.99,https://www.staples.ca/en/Acer-Aspire-F5-771G-510R-NX-GHZAA-001-17-3-Notebook-2-5-GHz-Intel-Core-i5-7200U-1-TB-HDD-8-GB-NVIDIA-GeForce-940MX-Win10/product_2716357_2-CA_1_20001,NX.GHZAA.001,
53,"Dell Inspiron 15 3542 15.6"" Laptop, 1.7 GHz Intel Core i3-4005U, 4GB RAM, 500GB HDD, English",$449.73,https://www.staples.ca/en/Dell-Inspiron-15-3542-15-6-Laptop-1-7-GHz-Intel-Core-i3-4005U-4GB-RAM-500GB-HDD-English/product_2103691_2-CA_1_20001,I15-3542,
54,"HPbook 6470B 14"" Refurbished Laptop, 2.6GHz Intel Core i5-3320M, 8GB RAM, 500GB, Windows 10 Pro",$349.26,https://www.staples.ca/en/HPbook-6470B-14-Refurbished-Laptop-2-6GHz-Intel-Core-i5-3320M-8GB-RAM-500GB-Windows-10-Pro/product_2300646_2-CA_1_20001,HPPROBOOK6470B,
55,"HP Refurbished ProBook 640 G1 14"" Notebook, 2.6 GHz Intel Core i5-4210M, 240 GB SSD, 16 GB DDR3, Windows 10 Pro",$419.00,https://www.staples.ca/en/HP-Refurbished-ProBook-640-G1-14-Notebook-2-6-GHz-Intel-Core-i5-4210M-240-GB-SSD-16-GB-DDR3-Windows-10-Pro/product_2727079_2-CA_1_20001,PROBOOK 640 G1,
56,"eduGear Refurbished Flex360B2 11.6"" Touch Screen 2-in-1 Laptop, 2.0 GHz Intel N3000, 320 GB HDD, 2 GB DDR3, Windows 10",$244.92,https://www.staples.ca/en/eduGear-Refurbished-Flex360B2-11-6-Touch-Screen-2-in-1-Laptop-2-0-GHz-Intel-N3000-320-GB-HDD-2-GB-DDR3-Windows-10/product_2636846_2-CA_1_20001,FLEX360M,
57,"Dell Refurbished Latitude E6430 14"" Notebook, 2.9 GHz Intel Core i7-3520M, 240 GB SSD, 16 GB DDR3, Windows 10 Pro",$599.92,https://www.staples.ca/en/Dell-Refurbished-Latitude-E6430-14-Notebook-2-9-GHz-Intel-Core-i7-3520M-240-GB-SSD-16-GB-DDR3-Windows-10-Pro/product_2739665_2-CA_1_20001,DELL E6430,
58,"Dell Refurbished Latitude E6430 14"" Notebook, 2.6 GHz Intel Core i5-3320M, 500 GB HDD, 8 GB DDR3, Windows 10 Pro",$349.00,https://www.staples.ca/en/Dell-Refurbished-Latitude-E6430-14-Notebook-2-6-GHz-Intel-Core-i5-3320M-500-GB-HDD-8-GB-DDR3-Windows-10-Pro/product_2727083_2-CA_1_20001,LATITUDE E6430,
59,"Dell Refurbished E7240 12.5"" Touch Screen Notebook, 2.1 GHz Intel Core i7-4600U, 256 GB SSD, 8 GB DDR3, Windows 10 Home",$499.00,https://www.staples.ca/en/Dell-Refurbished-E7240-12-5-Touch-Screen-Notebook-2-1-GHz-Intel-Core-i7-4600U-256-GB-SSD-8-GB-DDR3-Windows-10-Home/product_2605921_2-CA_1_20001,E7240,
60,"HP Refurbished EliteBook 8470p 14"" Notebook, 2.6 GHz Intel Core i5-3320M, 240 GB SSD, 16 GB DDR3, Windows 10 Pro",$489.00,https://www.staples.ca/en/HP-Refurbished-EliteBook-8470p-14-Notebook-2-6-GHz-Intel-Core-i5-3320M-240-GB-SSD-16-GB-DDR3-Windows-10-Pro/product_2727082_2-CA_1_20001,ELITEBOOK 8470P,
61,"HP Refurbished Folio 9470M 14-inch Ultrabook, 1.8 GHz Intel Core i5-3427U, 500 GB HDD, 8 GB GB DDR3, Windows 10 Professional",$339.99,https://www.staples.ca/en/HP-Refurbished-Folio-9470M-14-inch-Ultrabook-1-8-GHz-Intel-Core-i5-3427U-500-GB-HDD-8-GB-GB-DDR3-Windows-10-Professional/product_2791950_2-CA_1_20001,ELITEBOOK 9470M,
62,"HP Refurbished Folio 9470M 14-inch Ultrabook, 1.8 GHz Intel Core i5-3427U, 128 GB SSD, 8 GB GB DDR3, Windows 10 Professional",$359.00,https://www.staples.ca/en/HP-Refurbished-Folio-9470M-14-inch-Ultrabook-1-8-GHz-Intel-Core-i5-3427U-128-GB-SSD-8-GB-GB-DDR3-Windows-10-Professional/product_2791951_2-CA_1_20001,ELITEBOOK 9470M,
63,"Dell Refurbished Precision M6700 17"" Notebook, 2.7 GHz Intel Core i7-3820MQ, 256 GB SSD, 16 GB DDR3, Windows 10 Pro",$999.92,https://www.staples.ca/en/Dell-Refurbished-Precision-M6700-17-Notebook-2-7-GHz-Intel-Core-i7-3820MQ-256-GB-SSD-16-GB-DDR3-Windows-10-Pro/product_2767364_2-CA_1_20001,PRECISION M6700,
64,"HP ProBook 650 G2 Notebook PC 15.6"", 2.30 GHz Intel i5-6200U Dual-Core, 500GB, 4GB DDR4 SDRAM, Win 7 Pro (V1P78UT#ABL)","$1,166.35",https://www.staples.ca/en/HP-ProBook-650-G2-Notebook-PC-15-6-2-30-GHz-Intel-i5-6200U-Dual-Core-500GB-4GB-DDR4-SDRAM-Win-7-Pro-V1P78UT-ABL-/product_2216946_2-CA_1_20001,V1P78UT ABL,
65,"Apple MacBook Air MQD32LL/A 13"", 1.8 GHz Intel Core i5, 128 GB SSD, 8 GB LPDDR3, MacOS Sierra","$1,199.00",https://www.staples.ca/en/Apple-MacBook-Air-MQD32LL-A-13-1-8-GHz-Intel-Core-i5-128-GB-SSD-8-GB-LPDDR3-MacOS-Sierra/product_2727456_2-CA_1_20001,none,
66,"HP 1EL95UA#ABL Spectre x360 13.3"" Touch Screen 2-in-1 Laptop, 2.5 GHz Intel Core i5-7200U, 256 GB SSD, 8 GB LPDDR3, Windows 10","$1,499.99",https://www.staples.ca/en/HP-1EL95UA-ABL-Spectre-x360-13-3-Touch-Screen-2-in-1-Laptop-2-5-GHz-Intel-Core-i5-7200U-256-GB-SSD-8-GB-LPDDR3-Windows-10/product_2636221_2-CA_1_20001,13-AC010CA,
