ID,Name,Price,Link,Images,Model
38,Brother DCP-L2520DW Wireless Monochrome  Compact Laser 3-in-1 Printer with Wireless Networking and Duplex Printing,CDN$ 139.00,https://www.amazon.ca/Brother-DCP-L2520DW-Wireless-Monochrome-Networking/dp/B00MFG5854/ref=sr_1_84/130-1253222-9492515?s=office&ie=UTF8&qid=1507319832&sr=1-84,https://images-na.ssl-images-amazon.com/images/I/418eYoV6ziL._AA160_.jpg, DCPL2520DW
39,Canon Selphy CP1200 Black Wireless Color Photo Printer,CDN$ 98.00,https://www.amazon.ca/Canon-Selphy-CP1200-Wireless-Printer/dp/B0195JC9D2/ref=lp_677265011_1_14/142-0401793-6762059?s=office&ie=UTF8&qid=1507319832&sr=1-14,https://images-na.ssl-images-amazon.com/images/I/41aOG9uSZvL._AA160_.jpg, 0599C001
40,"Epson WorkForce Pro WF-4730 Wireless All-in-One Color Inkjet Printer, Copier, Scanner with Wi-Fi Direct",CDN$ 129.94,https://www.amazon.ca/Epson-WorkForce-WF-4730-Wireless-Printer/dp/B01N6QQIFD/ref=sr_1_35/147-6002148-9826836?s=office&ie=UTF8&qid=1507319832&sr=1-35,https://images-na.ssl-images-amazon.com/images/I/41U6TmQwoEL._AA160_.jpg, WF-4730
41,1.75mm Black PETG 3D Printer Filament - 1kg Spool (2.2 lbs),CDN$ 29.99,https://www.amazon.ca/1-75mm-Black-PETG-Printer-Filament/dp/B074BFY9MW/ref=sr_1_85/130-1253222-9492515?s=office&ie=UTF8&qid=1507319832&sr=1-85,https://images-na.ssl-images-amazon.com/images/I/41971Sw-soL._AA160_.jpg,none
42,Brother MFC-L2740DW Wireless Monochrome 4-in-1 Printer,CDN$ 229.96,https://www.amazon.ca/Brother-MFC-L2740DW-Wireless-Monochrome-Printer/dp/B00MRAU8OE/ref=lp_677265011_1_15/142-0401793-6762059?s=office&ie=UTF8&qid=1507319832&sr=1-15,https://images-na.ssl-images-amazon.com/images/I/41-f-zpFAiL._AA160_.jpg, MFCL2740DW
43,"Canon imageCLASS MF217w Wireless Monochrome All-in-One Laser Printer with Scanner, Copier, Fax and Auto document feeder.",CDN$ 249.99,https://www.amazon.ca/Canon-imageCLASS-Wireless-Monochrome-document/dp/B017EOUOWI/ref=sr_1_36/147-6002148-9826836?s=office&ie=UTF8&qid=1507319832&sr=1-36,https://images-na.ssl-images-amazon.com/images/I/51wOgiWEQjL._AA160_.jpg, 9540B137
44,"Smead 10145 File Folder, Letter, 1/2-Cut, 2 Reversible Tab, Manila, 100 Per Box",CDN$ 16.99,https://www.amazon.ca/Smead-10145-Folder-Letter-Reversible/dp/B007Z7PMVI/ref=lp_677265011_1_16/142-0401793-6762059?s=office&ie=UTF8&qid=1507319832&sr=1-16,https://images-na.ssl-images-amazon.com/images/I/31+ia02sVGL._AA160_.jpg, 10145
45,HP Colour LaserJet Pro MFP M177fw Multifunction Printer,CDN$ 329.94,https://www.amazon.ca/HP-Colour-LaserJet-Multifunction-Printer/dp/B00EPGGVR6/ref=sr_1_86/130-1253222-9492515?s=office&ie=UTF8&qid=1507319832&sr=1-86,https://images-na.ssl-images-amazon.com/images/I/41qMBg+XPEL._AA160_.jpg, M177FW
46,"Canon PIXMA MG2525 Photo All-in-One Inkjet Printer with Scanner and Copier, Black",CDN$ 62.99,https://www.amazon.ca/Canon-MG2525-Inkjet-Printer-Scanner/dp/B01LYND2WF/ref=sr_1_37/147-6002148-9826836?s=office&ie=UTF8&qid=1507319832&sr=1-37,https://images-na.ssl-images-amazon.com/images/I/31ZvTevUkgL._AA160_.jpg, MG2525
47,"PrintOxe™ Compatible Set of Toners for 130A ; Black CF350A , Cyan CF351A , Yellow CF352A , & Magenta CF353A for HP Laser Jet Pro Color MFP M176 , M177 , M177fw Printers",CDN$ 56.95,https://www.amazon.ca/PrintOxeTM-Compatible-Set-Magenta-Printers/dp/B01M677R75/ref=sr_1_87/130-1253222-9492515?s=office&ie=UTF8&qid=1507319832&sr=1-87,https://images-na.ssl-images-amazon.com/images/I/512-M757tkL._AA160_.jpg, H-130A Set
48,1.75mm Natural PVA 3D Printer Filament - 0.5kg Spool (1.1 lbs),CDN$ 65.88,https://www.amazon.ca/1-75mm-Natural-PVA-Printer-Filament/dp/B01H0GLIMA/ref=sr_1_38/147-6002148-9826836?s=office&ie=UTF8&qid=1507319832&sr=1-38,https://images-na.ssl-images-amazon.com/images/I/41TSZMA7ZnL._AA160_.jpg,none
49,"Lexmark CS417dn Color Laser Printer, Network Ready, Duplex Printing and Professional Features",CDN$ 165.98,https://www.amazon.ca/Lexmark-CS417dn-Printing-Professional-Features/dp/B06XX22NR2/ref=sr_1_88/130-1253222-9492515?s=office&ie=UTF8&qid=1507319832&sr=1-88,https://images-na.ssl-images-amazon.com/images/I/31StlY5zBkL._AA160_.jpg, 28DC050
50,Brother MFC7240 Monochrome Laser Printer with ScannerCopier and Fax (Grey),CDN$ 163.19,https://www.amazon.ca/Brother-MFC7240-Monochrome-Printer-ScannerCopier/dp/B008CJ1LOU/ref=sr_1_89/130-1253222-9492515?s=office&ie=UTF8&qid=1507319832&sr=1-89,https://images-na.ssl-images-amazon.com/images/I/41ATAr8885L._AA160_.jpg, MFC7240
51,HICTOP 5 Pieces 3D Printer Extruder Hotend 1.75mm Nozzle Throat for Reprap Prusa I3,CDN$ 12.97,https://www.amazon.ca/HICTOP-Pieces-Printer-Extruder-Hotend/dp/B00WW141TG/ref=sr_1_90/130-1253222-9492515?s=office&ie=UTF8&qid=1507319832&sr=1-90,https://images-na.ssl-images-amazon.com/images/I/51arTL1k35L._AA160_.jpg, HIC-001
52,"AceToner (TM) 2PCS Compatible Laser Toner Cartridge for HP Q2612A 12A Compatible with HP LaserJet HP LaserJet 1010, 1012, 1018, 1020, 1022, 1022n, 1022nw, 3015, 3020, 3030, 3050, 3052, 3055, M1319, M1319f",CDN$ 24.99,https://www.amazon.ca/AceToner-Compatible-Cartridge-Q2612A-LaserJet/dp/B01B5A4FQI/ref=sr_1_91/130-1253222-9492515?s=office&ie=UTF8&qid=1507319832&sr=1-91,https://images-na.ssl-images-amazon.com/images/I/51+CCrnnfSL._AA160_.jpg, 56-001
53,1.75mm White PETG 3D Printer Filament - 1kg Spool (2.2 lbs),CDN$ 29.99,https://www.amazon.ca/1-75mm-White-PETG-Printer-Filament/dp/B072JCPJRJ/ref=sr_1_92/130-1253222-9492515?s=office&ie=UTF8&qid=1507319832&sr=1-92,https://images-na.ssl-images-amazon.com/images/I/51rRtkGM6UL._AA160_.jpg,none
54,"Epson WorkForce Pro WF-4720 Wireless All-in-One Color Inkjet Printer, Copier, Scanner with Wi-Fi Direct",CDN$ 99.71,https://www.amazon.ca/Epson-WorkForce-WF-4720-Wireless-Printer/dp/B01MT8VSLU/ref=sr_1_93/130-1253222-9492515?s=office&ie=UTF8&qid=1507319832&sr=1-93,https://images-na.ssl-images-amazon.com/images/I/41P5e5T7twL._AA160_.jpg, WF-4720
55,HP OfficeJet Pro 8210 Inkjet Printer ( D9L64A#B1H),CDN$ 135.99,https://www.amazon.ca/HP-OfficeJet-Printer-D9L64A-B1H/dp/B01HSADJIO/ref=sr_1_94/130-1253222-9492515?s=office&ie=UTF8&qid=1507319832&sr=1-94,https://images-na.ssl-images-amazon.com/images/I/41by2X6IPiL._AA160_.jpg, D9L64A#B1H
56,"SaveOnMany ® HP 62 XL 62XL Black BK (C2P05AN) Compatible Remanufactured HP62 XL HP62XL HP62-XL HP-62-XL Ink Cartridge For ENVY 5540, e-All-in-One 5640, 5642, 5643, 5644, 5646, 5660, 7640, 7645 / OfficeJet 5740, e-All-in-One 5742, 5745 - High Yield",CDN$ 29.99,https://www.amazon.ca/SaveOnMany-Compatible-Remanufactured-Cartridge-OfficeJet/dp/B01ID0Y98M/ref=sr_1_95/130-1253222-9492515?s=office&ie=UTF8&qid=1507319832&sr=1-95,https://images-na.ssl-images-amazon.com/images/I/41Rzoyk-u9L._AA160_.jpg,none
57,Canon PIXMA MG2920 Wireless Inkjet All-in-One Printer with Scanner and Copier,CDN$ 39.95,https://www.amazon.ca/Canon-MG2920-Wireless-Printer-Scanner/dp/B00N6M3BNW/ref=sr_1_96/130-1253222-9492515?s=office&ie=UTF8&qid=1507319832&sr=1-96,https://images-na.ssl-images-amazon.com/images/I/41TueMVSd0L._AA160_.jpg, MAIN-85844
58,"HP LaserJet Pro MFP M227fdw Wireless Monochrome Printer with Scanner, Copier and Fax (G3Q75A#BGJ)",CDN$ 375.99,https://www.amazon.ca/HP-LaserJet-Monochrome-G3Q75A-BGJ/dp/B01LZW2L1P/ref=sr_1_145?s=office&ie=UTF8&qid=1507319974&sr=1-145,https://images-na.ssl-images-amazon.com/images/I/41Sw3pEzbIL._AA160_.jpg, G3Q75A#BGJ
59,Okidata Microline 320 Turbo 9-Pin Impact Printer,CDN$ 450.99,https://www.amazon.ca/Okidata-Microline-Turbo-Impact-Printer/dp/B00004Z9BS/ref=sr_1_169?s=office&ie=UTF8&qid=1507319974&sr=1-169,https://images-na.ssl-images-amazon.com/images/I/5121KNE62ML._AA160_.jpg, 62411601
60,"Canon PIXMA TS6020 Wireless Inkjet All in One Printer, Black",CDN$ 179.99,https://www.amazon.ca/Canon-PIXMA-TS6020-Wireless-Printer/dp/B01NCM0BW3/ref=sr_1_97?s=office&ie=UTF8&qid=1507319974&sr=1-97,https://images-na.ssl-images-amazon.com/images/I/41Q3UUUyexL._AA160_.jpg, PIXMA TS6020
61,"FlashForge 3d Printer Creator Pro, Metal Frame Structure, Acrylic Covers, Optimized Build Platform, Dual Extruder W/2 Spools, Works with ABS and PLA","CDN$ 1,200.00",https://www.amazon.ca/FlashForge-Structure-Optimized-Platform-Extruder/dp/B00I8NM6JO/ref=sr_1_146?s=office&ie=UTF8&qid=1507319974&sr=1-146,https://images-na.ssl-images-amazon.com/images/I/41I30xSuLPL._AA160_.jpg, 709652463538
62,AMZ3D 1.75mm Orange ABS 3D Printer Filament - 1kg Spool (2.2 lbs),CDN$ 25.99,https://www.amazon.ca/AMZ3D-1-75mm-Orange-Printer-Filament/dp/B01H0H8WSC/ref=sr_1_98?s=office&ie=UTF8&qid=1507319974&sr=1-98,https://images-na.ssl-images-amazon.com/images/I/51IIjcz9ClL._AA160_.jpg,none
