ID,Name,Price,Link,ModelNumber
26,Micromax Canvas Laptab II (WIFI) Atom 4th Gen - (2 GB/32 GB EMMC Storage/Windows 10 Home) LT777W 2 in ...,"₹10,999",https://www.flipkart.com/micromax-canvas-laptab-ii-wifi-atom-4th-gen-2-gb-32-gb-emmc-storage-windows-10-home-lt777w-2-1-laptop/p/itmemhre7qdeaayv?pid=COMEMHREYYCSQJZW&srno=b_3_5&otracker=CLP_lhs&lid=LSTCOMEMHREYYCSQJZWV3I8WN&iid=562edeb6-1093-412f-924d-1fe9377af041.COMEMHREYYCSQJZW.SEARCH,LT777W
27,Acer Aspire R11 Pentium Quad Core - (4 GB/500 GB HDD/Windows 10 Home) R3-131T-P9J9/r3-131t-p71c 2 in 1...,"₹25,990",https://www.flipkart.com/acer-aspire-r11-pentium-quad-core-4-gb-500-gb-hdd-windows-10-home-r3-131t-p9j9-r3-131t-p71c-2-1-laptop/p/itmehzx36bmvdmbg?pid=COMEHZX3NCJEXXFM&srno=b_2_6&otracker=CLP_lhs&lid=LSTCOMEHZX3NCJEXXFMA8JJFM&iid=1cab8fa6-404f-4fda-8649-c1c9ef2f9968.COMEHZX3NCJEXXFM.SEARCH,R3-131T-P9J9/r3-131t-p71c
28,MSI GL Core i7 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) GL62 7RD Notebook,"₹88,900",https://www.flipkart.com/msi-gl-core-i7-7th-gen-8-gb-1-tb-hdd-windows-10-home-4-gb-graphics-gl62-7rd-notebook/p/itmerhtgrnnwjjpr?pid=COMERHTGTGZXNXBZ&srno=b_7_2&otracker=CLP_lhs&lid=LSTCOMERHTGTGZXNXBZKMBPCS&iid=fee7497c-d9b1-4114-b8c8-5bda515fc0bb.COMERHTGTGZXNXBZ.SEARCH,GL62 7RD
29,Apple MacBook Pro Core i5 - (8 GB/128 GB SSD/OS X Yosemite) MF839HN/A,"₹89,990",https://www.flipkart.com/apple-macbook-pro-core-i5-8-gb-128-gb-ssd-os-x-yosemite-mf839hn-a/p/itme6h4eevcshyvs?pid=COME6H4EHXFNHRYJ&srno=b_6_3&otracker=CLP_lhs&lid=LSTCOME6H4EHXFNHRYJC8ZSAC&iid=9268baaf-7b63-454e-8dc0-07fe4c344e77.COME6H4EHXFNHRYJ.SEARCH,MF839HN/A
30,MSI P Core i7 7th Gen - (8 GB/128 GB SSD/DOS/2 GB Graphics) PE62 7RD Notebook,"₹78,990",https://www.flipkart.com/msi-p-core-i7-7th-gen-8-gb-128-gb-ssd-dos-2-graphics-pe62-7rd-notebook/p/itmet95tvjgfznhc?pid=COMET95GSHRGGRQ8&srno=b_5_4&otracker=CLP_lhs&lid=LSTCOMET95GSHRGGRQ8XEEYIA&iid=2c6f06a5-57a4-485a-99be-317a9eef7f14.COMET95GSHRGGRQ8.SEARCH,PE62 7RD
31,HP Core i3 6th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 15-ay511tx Notebook,"₹41,990",https://www.flipkart.com/hp-core-i3-6th-gen-8-gb-1-tb-hdd-windows-10-home-2-gb-graphics-15-ay511tx-notebook/p/itmera4hvdu9teqf?pid=COMERA4HKSZWWUYF&srno=b_4_5&otracker=CLP_lhs&lid=LSTCOMERA4HKSZWWUYFLRKBVP&iid=07587a09-3a60-43d8-93bb-f35fc2f37215.COMERA4HKSZWWUYF.SEARCH,15-ay511tx
32,HP Core i3 6th Gen - (8 GB/1 TB HDD/DOS) 15-BE015TU Notebook,"₹31,990",https://www.flipkart.com/hp-core-i3-6th-gen-8-gb-1-tb-hdd-dos-15-be015tu-notebook/p/itmeqnraqjabajhk?pid=COMEQNRAYEZU4GTM&srno=b_1_7&otracker=CLP_lhs&lid=LSTCOMEQNRAYEZU4GTMJS80MJ&iid=07eca9c4-5693-449f-af57-b3a7bcbc7111.COMEQNRAYEZU4GTM.SEARCH,15-BE015TU
33,Dell Inspiron 15 3000 Series Core i5 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) 3567 Notebook,"₹41,990",https://www.flipkart.com/dell-inspiron-15-3000-series-core-i5-7th-gen-4-gb-1-tb-hdd-windows-10-home-3567-notebook/p/itmevjd7mh3skztf?pid=COMEVJD7EG6VTPJJ&srno=b_3_6&otracker=CLP_lhs&lid=LSTCOMEVJD7EG6VTPJJ6GTJF2&iid=67b572df-efcd-4f38-94e6-0c4277705711.COMEVJD7EG6VTPJJ.SEARCH,3567
34,Acer Switch Core i5 6th Gen - (4 GB/256 GB SSD/Windows 10 Home) SA5-271 2 in 1 Laptop,"₹57,990",https://www.flipkart.com/acer-switch-core-i5-6th-gen-4-gb-256-gb-ssd-windows-10-home-sa5-271-2-1-laptop/p/itmetnkpctbvgfpf?pid=COMETNKP6A6F7UR3&srno=b_8_2&otracker=CLP_lhs&lid=LSTCOMETNKP6A6F7UR34KCWUR&iid=be6f8913-5b77-4c36-851f-ceedfe062dd0.COMETNKP6A6F7UR3.SEARCH,SA5-271
35,Lenovo Core i7 6th Gen - (8 GB/1 TB HDD/DOS/2 GB Graphics) Ideapad 310 Notebook,"₹49,990",https://www.flipkart.com/lenovo-core-i7-6th-gen-8-gb-1-tb-hdd-dos-2-gb-graphics-ideapad-310-notebook/p/itmerhtgjp5pccvm?pid=COMERHTGQX5RVKBJ&srno=b_2_7&otracker=CLP_lhs&lid=LSTCOMERHTGQX5RVKBJTRT0OR&iid=f71e1d66-d9ae-4602-8e8e-fbb3b57eecf7.COMERHTGQX5RVKBJ.SEARCH,Ideapad 310
