ID,Name,ModelNumber,Price,Link,Images
1373,Asus NB K556UA-Q52K-CB 15.6 i5-7200U 8G 1TB Intel HD W10 Retail,none,944.99,https://www.newegg.ca/Product/Product.aspx?Item=9SIA7RD5J16619,https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/1B4-005K-000P6-S03.jpg?ex=2
1374,Asus NB K756UA-Q32-CB 17.3 i3-7100U 8G 1TB Intel HD W10 Retail,none,809.99,https://www.newegg.ca/Product/Product.aspx?Item=1B4-005K-000P2CVF,https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/1B4-005K-000P2CVF-S01.jpg?ex=2
1375,HP 15U G4 I7 7500U 15.6 8GB 1T CA,1BS32UT#ABL,"1,592.99",https://www.newegg.ca/Product/Product.aspx?Item=1TS-000D-01KY0CVF,https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/1TS-000D-01KY0CVF-S01.jpg?ex=2
1376,"Lenovo N23 80UR0004US 11.6"" Notebook - Intel Celeron N3060 Dual-core (2 Core) 1.60 GHz - Black",80UR0004US,340.99,https://www.newegg.ca/Product/Product.aspx?Item=9SIA7RD4T15072,https://images10.newegg.com/ProductImageCompressAll300/A4AW_1_201608242076011052.jpg?ex=2
1377,HP ENVY 15t Slim Quad Core FHD 1080P Laptop Intel Core i7-4712HQ 4GB GeForce 850M Graphics 8GB 1TB HDD Backlit Keyboard Windows 8.1 64,HP 15t Slim Quad Core FHD,"1,520.98",https://www.newegg.ca/Product/Product.aspx?Item=9SIA97K62V7214,https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/A7AB_1307445812541765790UQ9aoNSL5.jpg?ex=2
1378,"HP OMEN 15 15.6'' UHD 4K Gaming and Business Laptop (Intel i7 Quad Core, 2TB HDD + 128GB SSD, 15.6 inch UHD 3840 x 2160, 16GB RAM, GeForce GTX 1050 Ti , Win 10)",none,"1,977.73",https://www.newegg.ca/Product/Product.aspx?Item=9SIA97K62V7769,https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/A7AB_1_201702201677850169.jpg?ex=2
1379,DELL PRM3510-21166 15.6 M3510 i5 6300 4GB 500GB,PRM351021166,"1,417.09",https://www.newegg.ca/Product/Product.aspx?Item=9SIA66K5TF3911,https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/A17P_1_201611021706948968.jpg?ex=2
1380,"ROG Strix GL702VM 17.3"" G-SYNC VR Ready Thin and Light Gaming Laptop NVIDIA GTX 1060 6GB Intel Core i7-7700HQ 16GB DDR4 128GB SSD 1TB 5400RPM HDD Win 10 Home",none,"2,282.23",https://www.newegg.ca/Product/Product.aspx?Item=9SIA97K62V8490,https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/A97K_1_2017072427374748.jpg?ex=2
1381,"HP Envy x360 - 15t Touch(6th Gen. Intel i7-6560U, 16GB RAM, UHD IPS 4K 3840x2160, 1TB + 128GB SSD, Intel Iris, Windows 10, Backlit Keyboard, Bluetooth) 2-in-1 15.6"" Tablet Convertible Laptop",HP-Envy-x360-5t-DK,"1,764.58",https://www.newegg.ca/Product/Product.aspx?Item=9SIA97K62V7152,https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/A7AB_131287973932936086PPngGf096e.jpg?ex=2
1382,"MSI GT73VR Titan 4K (VR Ready) Premium 17.3'' Gaming Laptop PC ( Intel i7 Quad Core, 48GB RAM, 1TB HDD + 512GB PCIe SSD, 17.3"" G-Sync UHD 3840 x 2160 4K Display, NVIDIA GeForce GTX 1070, Win 10)",MSI-GT73VR-4K-14,"5,098.85",https://www.newegg.ca/Product/Product.aspx?Item=9SIA97K62V7655,https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/A7AB_131180100650644166WTm7S7VNEW.jpg?ex=2
